time/fps,time/iterations,time/time_elapsed,train/reward,time/total_timesteps,train/n_updates,train/approx_kl,train/value_loss,train/entropy_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/explained_variance,train/std,train/policy_gradient_loss,train/loss
383,35,187,480.87244,71680,340,0.010222221,18206.8521484375,-43.42875502109528,0.2,0.00025,0.0865234375,0.4216383099555969,1.0297685861587524,-0.032497138608596286,8597.03515625
383,36,192,-281.3252,73728,350,0.012655982,11162.382958984375,-43.43810360431671,0.2,0.00025,0.118017578125,0.4872528910636902,1.0292617082595825,-0.03858984788530506,4603.279296875
383,37,197,519.65094,75776,360,0.014997117,12071.110522460938,-43.449995851516725,0.2,0.00025,0.16494140625,0.4338732957839966,1.0305534601211548,-0.04004337049263995,5446.68359375
383,38,202,-102.222275,77824,370,0.010229312,19341.216217041016,-43.49572350978851,0.2,0.00025,0.085791015625,0.3715280294418335,1.0324379205703735,-0.03599048340693116,7043.01611328125
383,39,208,62.880077,79872,380,0.010282211,22463.93880004883,-43.535478067398074,0.2,0.00025,0.076318359375,0.3916500210762024,1.0332919359207153,-0.03581842652347404,8781.150390625
383,40,213,11.470239,81920,390,0.012244252,15666.92802734375,-43.58623867034912,0.2,0.00025,0.115625,0.44303369522094727,1.0357264280319214,-0.04291816045442829,7770.33251953125
383,41,219,585.81195,83968,400,0.014878485,15999.799841308593,-43.651075911521914,0.2,0.00025,0.155615234375,0.4761055111885071,1.0377590656280518,-0.04478954928781605,9415.3427734375
383,42,224,-184.0112,86016,410,0.015615964,9499.130584716797,-43.72786841392517,0.2,0.00025,0.169580078125,0.4920715093612671,1.0409280061721802,-0.053496407286729664,5058.0322265625
383,43,229,-205.10599,88064,420,0.012317637,17754.15151977539,-43.79691789150238,0.2,0.00025,0.10849609375,0.4636673331260681,1.0426772832870483,-0.04283254449255765,8085.49853515625
383,44,235,-43.59128,90112,430,0.01146711,22554.300927734374,-43.82955374717712,0.2,0.00025,0.08876953125,0.4669436812400818,1.0435295104980469,-0.037853597235516644,9242.560546875
383,45,240,-117.487816,92160,440,0.011541389,27291.51190185547,-43.84958384037018,0.2,0.00025,0.1,0.42363452911376953,1.044363021850586,-0.041575984319206324,16882.525390625
383,46,245,692.4237,94208,450,0.01341919,19477.703106689452,-43.8816456079483,0.2,0.00025,0.1369140625,0.4994092583656311,1.0455431938171387,-0.046994341758545485,10192.1201171875
383,47,250,202.73125,96256,460,0.0133187305,29586.30778808594,-43.91627464294434,0.2,0.00025,0.140234375,0.4812108278274536,1.046805500984192,-0.027653299691155552,14401.134765625
383,48,256,122.081276,98304,470,0.014558671,19207.814654541016,-43.96127777099609,0.2,0.00025,0.1556640625,0.496756374835968,1.0486348867416382,-0.046480992168653756,11131.439453125
383,49,261,-356.61777,100352,480,0.01603329,18211.354638671874,-43.994961047172545,0.2,0.00025,0.18427734375,0.4941965341567993,1.0492814779281616,-0.04299180826055817,10547.4482421875
383,50,266,-3.7618737,102400,490,0.017696055,17076.78695678711,-44.04171879291535,0.2,0.00025,0.1845703125,0.5067192912101746,1.0518252849578857,-0.04591965558938682,10429.2734375
383,51,272,-5.521261,104448,500,0.012488339,28982.13522949219,-44.09069347381592,0.2,0.00025,0.117041015625,0.46326589584350586,1.0531690120697021,-0.042686613346450034,12739.1669921875
383,52,277,-236.37096,106496,510,0.016882066,21535.163305664064,-44.12816712856293,0.2,0.00025,0.181884765625,0.504972517490387,1.054315209388733,-0.04986354895227123,6960.24560546875
383,53,283,-169.43596,108544,520,0.021480784,9303.53988342285,-44.19758076667786,0.2,0.00025,0.248193359375,0.5309764444828033,1.0575485229492188,-0.058682749961735683,5663.05322265625
383,54,288,261.5942,110592,530,0.016507348,18385.108972167967,-44.29256722927094,0.2,0.00025,0.165625,0.49708521366119385,1.0612581968307495,-0.04477373795816675,8573.9677734375
383,55,293,171.92885,112640,540,0.01866339,24664.276599121094,-44.359602499008176,0.2,0.00025,0.198681640625,0.4552189111709595,1.0622552633285522,-0.048443249080446546,9302.2412109375
383,56,299,127.22355,114688,550,0.015516755,22336.91389160156,-44.385192322731015,0.2,0.00025,0.17353515625,0.4394145607948303,1.063483476638794,-0.05119432527571917,8939.361328125
383,57,304,-59.965267,116736,560,0.015058978,27898.370751953124,-44.40920143127441,0.2,0.00025,0.1548828125,0.4440147876739502,1.063942790031433,-0.050670650768734046,15265.9833984375
383,58,309,-299.73856,118784,570,0.016358124,17841.137463378906,-44.44612519741058,0.2,0.00025,0.182861328125,0.5178497433662415,1.0659328699111938,-0.05425340489455266,8878.8623046875
383,59,315,-582.56433,120832,580,0.01576619,15251.09909362793,-44.482123947143556,0.2,0.00025,0.171240234375,0.5436535477638245,1.0670126676559448,-0.052318597151315774,7422.42822265625
383,60,320,-3.1858675,122880,590,0.018981244,20316.296350097655,-44.51882057189941,0.2,0.00025,0.205908203125,0.43701303005218506,1.0682923793792725,-0.050469134069862774,6747.6572265625
383,61,325,3.7374287,124928,600,0.013886843,33024.764221191406,-44.58042278289795,0.2,0.00025,0.13974609375,0.4045451879501343,1.0713247060775757,-0.0476871897932142,20741.125
383,62,331,-43.74689,126976,610,0.016699033,20015.545599365236,-44.64826653003693,0.2,0.00025,0.18505859375,0.44175803661346436,1.0731863975524902,-0.05248919774312526,8924.375
383,63,336,709.04645,129024,620,0.010524152,62759.71936035156,-44.67911784648895,0.2,0.00025,0.082958984375,0.34594064950942993,1.0737274885177612,-0.039494530798401685,37127.5625
383,64,341,55.358437,131072,630,0.014382746,34589.462390136716,-44.71388690471649,0.2,0.00025,0.145947265625,0.4807431101799011,1.075802206993103,-0.04734100587666035,15023.822265625
383,65,347,63.03301,133120,640,0.016470276,17073.573107910157,-44.77732014656067,0.2,0.00025,0.178076171875,0.4588913917541504,1.0777570009231567,-0.052548471657792105,9427.10546875
383,66,352,-1.825242,135168,650,0.016373292,16795.86150817871,-44.84201827049255,0.2,0.00025,0.18349609375,0.4359275698661804,1.0800858736038208,-0.0498186944576446,4714.0224609375
383,67,357,106.872986,137216,660,0.017675862,12704.174542236327,-44.906350588798524,0.2,0.00025,0.201416015625,0.3962092399597168,1.0830615758895874,-0.05233619279169943,8709.28125
383,68,362,-8.61636,139264,670,0.016785448,23933.570343017578,-44.98751266002655,0.2,0.00025,0.189501953125,0.38221120834350586,1.085386872291565,-0.05360952457849635,13430.85546875
383,69,368,-34.903996,141312,680,0.015903201,25746.511608886718,-45.03893082141876,0.2,0.00025,0.175,0.4471246004104614,1.0873260498046875,-0.050524964107898994,16325.232421875
383,70,373,-141.48268,143360,690,0.022963112,20016.779724121094,-45.068325114250186,0.2,0.00025,0.236181640625,0.5079243183135986,1.0877563953399658,-0.04103379438747652,8361.3955078125
383,71,379,-82.765335,145408,700,0.018847354,17861.737100219725,-45.111057138442995,0.2,0.00025,0.217138671875,0.44370633363723755,1.090135097503662,-0.05356878369348124,9826.76953125
383,72,384,-448.80252,147456,710,0.018209254,18129.827850341797,-45.183493447303775,0.2,0.00025,0.18720703125,0.36832839250564575,1.093039631843567,-0.04976533324806951,7640.25537109375
383,73,389,-11.083107,149504,720,0.019214865,17255.739813232423,-45.26920077800751,0.2,0.00025,0.208837890625,0.38004040718078613,1.0961591005325317,-0.05058130640536547,10429.8544921875
383,74,394,-6.152999,151552,730,0.014839689,28702.96714477539,-45.321671915054324,0.2,0.00025,0.152587890625,0.3905423879623413,1.0973035097122192,-0.05003061053575948,15787.1328125
384,75,399,533.6174,153600,740,0.015498534,26171.83984375,-45.36932752132416,0.2,0.00025,0.15869140625,0.45890527963638306,1.0996804237365723,-0.052053267155133656,17237.412109375
384,76,405,-190.63943,155648,750,0.014293761,22488.799078369142,-45.436020493507385,0.2,0.00025,0.142578125,0.515148252248764,1.1023138761520386,-0.048352570502902384,10810.9111328125
384,77,410,-22.481434,157696,760,0.016417995,21025.046380615233,-45.48426241874695,0.2,0.00025,0.1802734375,0.5136559009552002,1.103562831878662,-0.05276142583024921,11887.6796875
384,78,415,416.02588,159744,770,0.020790689,19320.55403442383,-45.54556531906128,0.2,0.00025,0.21474609375,0.533634215593338,1.1061230897903442,-0.05291140029730741,10094.931640625
384,79,420,-72.606804,161792,780,0.014671228,23305.75061645508,-45.63430058956146,0.2,0.00025,0.14736328125,0.42452770471572876,1.1098206043243408,-0.04603075489867479,9374.8740234375
384,80,425,13.526754,163840,790,0.01663841,34607.172534179685,-45.733786416053775,0.2,0.00025,0.188818359375,0.4269859194755554,1.1138025522232056,-0.037203137506730856,10495.841796875
384,81,431,297.32428,165888,800,0.02071857,26248.626556396484,-45.80586030483246,0.2,0.00025,0.222998046875,0.5023304522037506,1.1154690980911255,-0.046780925258644857,11903.4716796875
384,82,436,193.20622,167936,810,0.020491473,11573.772888183594,-45.887388062477115,0.2,0.00025,0.227197265625,0.604152113199234,1.1191754341125488,-0.056576719239819794,5649.27392578125
384,83,441,0.23957765,169984,820,0.01707779,14885.169189453125,-45.95292987823486,0.2,0.00025,0.18388671875,0.4464055895805359,1.1211553812026978,-0.05053983266407158,12823.1796875
384,84,446,248.46867,172032,830,0.015547914,18392.651626586914,-46.01826386451721,0.2,0.00025,0.16181640625,0.4146696925163269,1.1238495111465454,-0.04924285277083982,7114.67626953125
385,85,452,55.79174,174080,840,0.015945751,20247.965588378906,-46.08210422992706,0.2,0.00025,0.1666015625,0.47798919677734375,1.1261717081069946,-0.05201365991961211,17396.5
385,86,457,-0.5543921,176128,850,0.015905596,19619.68941040039,-46.1214204788208,0.2,0.00025,0.17587890625,0.4934512972831726,1.1272224187850952,-0.05373765804979484,13351.203125
385,87,462,35.394108,178176,860,0.017852254,13655.711288452148,-46.18847532272339,0.2,0.00025,0.20185546875,0.44002240896224976,1.1305044889450073,-0.055866878060624,5736.953125
384,88,468,81.54369,180224,870,0.016718766,14348.575271606445,-46.230383086204526,0.2,0.00025,0.20146484375,0.41452860832214355,1.1312452554702759,-0.05540637929516379,6075.1748046875
384,89,473,-39.37141,182272,880,0.020681074,18423.53400878906,-46.25287244319916,0.2,0.00025,0.207177734375,0.4056280255317688,1.1324000358581543,-0.050486228018417026,6535.431640625
384,90,478,-26.627,184320,890,0.01829601,12759.992672729491,-46.312568640708925,0.2,0.00025,0.212548828125,0.3304174542427063,1.1349517107009888,-0.058587879029801115,7310.2783203125
384,91,484,-15.601965,186368,900,0.018026825,13821.459341430664,-46.36264591217041,0.2,0.00025,0.184912109375,0.28749024868011475,1.136667013168335,-0.04867376711044926,3823.649169921875
384,92,489,-41.108513,188416,910,0.014718478,19669.25344238281,-46.400288343429565,0.2,0.00025,0.153955078125,0.15188854932785034,1.137611985206604,-0.049810295586939904,12495.5673828125
384,93,494,-294.02618,190464,920,0.017236058,13469.13132019043,-46.41448640823364,0.2,0.00025,0.18583984375,0.35270047187805176,1.138052225112915,-0.054612739844014865,6745.35498046875
384,94,500,0.10366005,192512,930,0.024606535,15488.711871337891,-46.47522764205932,0.2,0.00025,0.2515625,0.2987145781517029,1.1415420770645142,-0.04500912520452403,5702.99853515625
385,95,505,193.25928,194560,940,0.016255371,17397.889630126952,-46.55959594249725,0.2,0.00025,0.1740234375,0.34383803606033325,1.144217848777771,-0.05163396160933189,8667.7294921875
385,96,510,41.528755,196608,950,0.026496112,17008.356378173827,-46.619074726104735,0.2,0.00025,0.248681640625,0.19178879261016846,1.14702570438385,-0.04291460485401331,8502.7236328125
385,97,515,-0.9630499,198656,960,0.017243594,18904.950946044923,-46.732612299919126,0.2,0.00025,0.19599609375,0.21549171209335327,1.1517808437347412,-0.05579987155797426,6949.34326171875
385,98,521,-407.46674,200704,970,0.014677594,19412.20414428711,-46.80649373531342,0.2,0.00025,0.1474609375,0.36839646100997925,1.1534093618392944,-0.04960987315280363,10428.0849609375
