train/value_loss,train/explained_variance,train/policy_loss,time/iterations,train/learning_rate,train/reward,time/fps,time/time_elapsed,train/std,train/entropy_loss,time/total_timesteps,train/n_updates
2020.31640625,0.7661809027194977,-1058.4671630859375,8000,0.0007,46.35254,76,522,1.030254602432251,-43.39018249511719,40000,7999
9508.751953125,-3.450545310974121,-3713.327392578125,8100,0.0007,-106.27506,76,528,1.0293868780136108,-43.36682891845703,40500,8099
6521.01953125,-0.7397288084030151,-483.33966064453125,8200,0.0007,-25.59226,76,534,1.0297521352767944,-43.37813949584961,41000,8199
17887.6796875,0.5669429898262024,-170.4675750732422,8300,0.0007,578.70654,76,540,1.0306248664855957,-43.39988327026367,41500,8299
22980.314453125,0.5357869565486908,3163.50732421875,8400,0.0007,-238.78734,76,546,1.032033085823059,-43.444252014160156,42000,8399
3750.951171875,0.8245760947465897,-1748.9375,8500,0.0007,37.741768,76,553,1.0325230360031128,-43.45082473754883,42500,8499
7730.6640625,0.3098869323730469,2586.41455078125,8600,0.0007,16.610697,76,559,1.0332534313201904,-43.47496032714844,43000,8599
62445.94921875,0.4046868681907654,-8669.1591796875,8700,0.0007,-64.549706,76,565,1.0310009717941284,-43.407554626464844,43500,8699
365357.3125,-0.10066521167755127,-25937.658203125,8800,0.0007,-10.197258,76,572,1.033954381942749,-43.492027282714844,44000,8799
619039.9375,0.11279296875,-28768.078125,8900,0.0007,391.2973,76,579,1.0350137948989868,-43.51813507080078,44500,8899
25195.94921875,-0.9992648363113403,-3998.63525390625,9000,0.0007,218.09918,76,585,1.0358996391296387,-43.541812896728516,45000,8999
2538.39990234375,0.43960845470428467,1149.3187255859375,9100,0.0007,156.85959,76,591,1.0326608419418335,-43.45222091674805,45500,9099
21883.32421875,0.59542116522789,3352.39453125,9200,0.0007,85.31296,76,598,1.0317670106887817,-43.424198150634766,46000,9199
119222.4765625,0.2834790349006653,11148.3359375,9300,0.0007,-278.19034,76,605,1.0328266620635986,-43.45416259765625,46500,9299
1292626.125,0.059167444705963135,-9134.095703125,9400,0.0007,-21.081644,76,613,1.0330082178115845,-43.4681396484375,47000,9399
10480.7861328125,-0.28596675395965576,2925.3408203125,9500,0.0007,2.9593956,76,621,1.034467339515686,-43.50684356689453,47500,9499
14659.59375,0.7373054027557373,4856.7783203125,9600,0.0007,-394.62805,76,628,1.032815933227539,-43.45451354980469,48000,9599
53706.88671875,0.27618467807769775,-10160.904296875,9700,0.0007,-305.8396,76,636,1.0330406427383423,-43.467464447021484,48500,9699
586561.1875,0.0633898377418518,-22909.59765625,9800,0.0007,-244.88014,76,644,1.0334393978118896,-43.47959899902344,49000,9799
14663.474609375,0.2797934412956238,-19.470989227294922,9900,0.0007,432.04367,75,652,1.0353219509124756,-43.543617248535156,49500,9899
27930.599609375,0.4940487742424011,-1493.6051025390625,10000,0.0007,-143.46843,75,660,1.0347182750701904,-43.517452239990234,50000,9999
