,date,a2c,ddpg,ppo,td3,sac
0,2023-04-26 11:00:00,1000000.0,,,,
1,2023-04-26 12:00:00,1003627.720814,,,,
2,2023-04-26 13:00:00,990347.550116,,,,
3,2023-04-26 14:00:00,957838.4554070004,,,,
4,2023-04-26 15:00:00,1015175.813676,,,,
5,2023-04-27 09:00:00,1221221.8571140002,,,,
6,2023-04-27 10:00:00,1235518.7160370003,,,,
7,2023-04-27 11:00:00,1234179.7251780003,,,,
8,2023-04-27 12:00:00,891175.3291780001,,,,
9,2023-04-27 13:00:00,938086.3571110005,,,,
10,2023-04-27 14:00:00,1116231.0729020005,,,,
11,2023-04-27 15:00:00,1337196.353357,,,,
12,2023-04-28 09:00:00,1065695.735005,,,,
13,2023-04-28 10:00:00,1080219.8339120003,,,,
14,2023-04-28 11:00:00,857603.6069120001,,,,
15,2023-04-28 12:00:00,877213.8225040002,,,,
16,2023-04-28 13:00:00,1104250.1795820002,,,,
17,2023-04-28 14:00:00,1166305.6439510002,,,,
18,2023-04-28 15:00:00,1242262.5395800003,,,,
19,2023-05-01 09:00:00,1330833.3008700002,,,,
20,2023-05-01 10:00:00,882935.3008700002,,,,
21,2023-05-01 11:00:00,1162091.6486940004,,,,
22,2023-05-01 12:00:00,1163205.7758210003,,,,
23,2023-05-01 13:00:00,1460429.417821,,,,
24,2023-05-01 14:00:00,1375680.3278210002,,,,
25,2023-05-01 15:00:00,1448114.115135,,,,
26,2023-05-02 09:00:00,1439580.377827,,,,
27,2023-05-02 10:00:00,914910.3778270002,,,,
28,2023-05-02 11:00:00,1336792.4758270006,,,,
29,2023-05-02 12:00:00,1165189.4212940005,,,,
30,2023-05-02 13:00:00,1431171.9771560002,,,,
31,2023-05-02 14:00:00,1111732.3823650002,,,,
32,2023-05-02 15:00:00,1374631.877491,,,,
33,2023-05-03 09:00:00,915758.183116,,,,
34,2023-05-03 10:00:00,1138622.036116,,,,
35,2023-05-03 11:00:00,1442146.3074600005,,,,
36,2023-05-03 12:00:00,1443060.6664600002,,,,
37,2023-05-03 13:00:00,900800.9861990004,,,,
38,2023-05-03 14:00:00,1065665.5866570002,,,,
39,2023-05-03 15:00:00,1358261.7577820006,,,,
40,2023-05-04 09:00:00,1132929.26093,,,,
41,2023-05-04 10:00:00,1112648.9924680002,,,,
42,2023-05-04 11:00:00,1429832.3841730005,,,,
43,2023-05-04 12:00:00,1363667.6284050003,,,,
44,2023-05-04 13:00:00,1442257.9784050002,,,,
45,2023-05-04 14:00:00,1436860.9434050005,,,,
46,2023-05-04 15:00:00,926750.7944050002,,,,
47,2023-05-05 09:00:00,1361564.9134050002,,,,
48,2023-05-05 10:00:00,1164751.4747750005,,,,
49,2023-05-05 11:00:00,1451083.091807,,,,
50,2023-05-05 12:00:00,1117453.192807,,,,
51,2023-05-05 13:00:00,1433931.54775,,,,
52,2023-05-05 14:00:00,926400.2195650002,,,,
53,2023-05-05 15:00:00,1186075.1367310002,,,,
54,2023-05-08 09:00:00,1492420.073731,,,,
55,2023-05-08 10:00:00,1492976.941568,,,,
56,2023-05-08 11:00:00,965068.0678250004,,,,
57,2023-05-08 12:00:00,1423560.564655,,,,
58,2023-05-08 13:00:00,1180793.6361500002,,,,
59,2023-05-08 14:00:00,1298348.94915,,,,
60,2023-05-08 15:00:00,1144004.134383,,,,
61,2023-05-09 09:00:00,933113.767383,,,,
62,2023-05-09 10:00:00,1523851.341383,,,,
63,2023-05-09 11:00:00,1177695.1954440002,,,,
64,2023-05-09 12:00:00,1501432.7988360005,,,,
65,2023-05-09 13:00:00,1148554.5018360005,,,,
66,2023-05-09 14:00:00,1482700.8736190004,,,,
67,2023-05-09 15:00:00,901352.2250030002,,,,
68,2023-05-10 09:00:00,1202907.3238470005,,,,
69,2023-05-10 10:00:00,1169382.7458470005,,,,
70,2023-05-10 11:00:00,1321281.1374460002,,,,
71,2023-05-10 12:00:00,846797.8539730003,,,,
72,2023-05-10 13:00:00,935618.4365010002,,,,
73,2023-05-10 14:00:00,1210198.6657560002,,,,
74,2023-05-10 15:00:00,1568526.1107560005,,,,
75,2023-05-11 09:00:00,1556242.551756,,,,
76,2023-05-11 10:00:00,961887.5113200004,,,,
77,2023-05-11 11:00:00,967839.5443200005,,,,
78,2023-05-11 12:00:00,1211509.9553200002,,,,
79,2023-05-11 13:00:00,1225990.9888800008,,,,
80,2023-05-11 14:00:00,1185279.0478800002,,,,
81,2023-05-11 15:00:00,950331.6553550002,,,,
82,2023-05-12 09:00:00,1008346.4124150004,,,,
83,2023-05-12 10:00:00,1442648.6786530006,,,,
84,2023-05-12 11:00:00,1586466.364436,,,,
85,2023-05-12 12:00:00,1584102.2201140006,,,,
86,2023-05-12 13:00:00,1015853.725615,,,,
87,2023-05-12 14:00:00,1541464.406734,,,,
88,2023-05-12 15:00:00,937853.7255530003,,,,
89,2023-05-15 09:00:00,1278992.6201530006,,,,
90,2023-05-15 10:00:00,1260845.3661530004,,,,
91,2023-05-15 11:00:00,1672203.5489290005,,,,
92,2023-05-15 12:00:00,1515135.2441870002,,,,
93,2023-05-15 13:00:00,1672289.9480170007,,,,
94,2023-05-15 14:00:00,1673006.967679,,,,
95,2023-05-15 15:00:00,1021025.4006790004,,,,
96,2023-05-16 09:00:00,1573269.034965,,,,
97,2023-05-16 10:00:00,1478789.3457080005,,,,
98,2023-05-16 11:00:00,961033.0931590004,,,,
99,2023-05-16 12:00:00,1267450.0471590003,,,,
100,2023-05-16 13:00:00,1256455.5241590005,,,,
101,2023-05-16 14:00:00,1423632.706159,,,,
102,2023-05-16 15:00:00,1259019.77517,,,,
103,2023-05-17 09:00:00,1465261.97117,,,,
104,2023-05-17 10:00:00,1680886.8801700005,,,,
105,2023-05-17 11:00:00,1049106.511874,,,,
106,2023-05-17 12:00:00,1341228.4144400002,,,,
107,2023-05-17 13:00:00,1308015.267635,,,,
108,2023-05-17 14:00:00,998052.410635,,,,
109,2023-05-17 15:00:00,1347479.2576350002,,,,
110,2023-05-18 09:00:00,1346731.089362,,,,
111,2023-05-18 10:00:00,1006325.708123,,,,
112,2023-05-18 11:00:00,1079340.1151230002,,,,
113,2023-05-18 12:00:00,1655697.1991230005,,,,
114,2023-05-18 13:00:00,1764862.3031229998,,,,
115,2023-05-18 14:00:00,1043153.4921230004,,,,
116,2023-05-18 15:00:00,1265524.2271230004,,,,
117,2023-05-19 09:00:00,1005045.8291230004,,,,
118,2023-05-19 10:00:00,1329452.9498400006,,,,
119,2023-05-19 11:00:00,1319550.2660860005,,,,
120,2023-05-19 12:00:00,1497932.7628620006,,,,
121,2023-05-19 13:00:00,1361030.8473500002,,,,
122,2023-05-19 14:00:00,1354596.7563500002,,,,
123,2023-05-19 15:00:00,1763586.5263500002,,,,
124,2023-05-22 09:00:00,1772668.7623500002,,,,
125,2023-05-22 10:00:00,1054078.7023500002,,,,
126,2023-05-22 11:00:00,1217962.4688260003,,,,
127,2023-05-22 12:00:00,1655743.3934980005,,,,
128,2023-05-22 13:00:00,1829305.5814980003,,,,
129,2023-05-22 14:00:00,1831236.2069940004,,,,
130,2023-05-22 15:00:00,1062171.2769940002,,,,
131,2023-05-23 09:00:00,1341872.3927490003,,,,
132,2023-05-23 10:00:00,1385075.4127490004,,,,
133,2023-05-23 11:00:00,1553179.9227490004,,,,
134,2023-05-23 12:00:00,1302822.5862860004,,,,
135,2023-05-23 13:00:00,1296657.3896540003,,,,
136,2023-05-23 14:00:00,1336313.3872090003,,,,
137,2023-05-23 15:00:00,1370451.056329,,,,
138,2023-05-24 09:00:00,1820230.549756,,,,
139,2023-05-24 10:00:00,1817118.64608,,,,
140,2023-05-24 11:00:00,1077665.1822500003,,,,
