date,a2c,ddpg,ppo,td3,sac
2023-04-26 11:00:00,,1000000.0,,,
2023-04-26 12:00:00,,1023926.4155,,,
2023-04-26 13:00:00,,1031735.6149000002,,,
2023-04-26 14:00:00,,899142.5028000004,,,
2023-04-26 15:00:00,,1021698.8158000002,,,
2023-04-27 09:00:00,,1072567.6135690005,,,
2023-04-27 10:00:00,,1029232.8805690003,,,
2023-04-27 11:00:00,,1031195.9395690004,,,
2023-04-27 12:00:00,,900405.7055690002,,,
2023-04-27 13:00:00,,1064425.0515690004,,,
2023-04-27 14:00:00,,867521.5895690003,,,
2023-04-27 15:00:00,,1039570.4945690003,,,
2023-04-28 09:00:00,,1076289.1145690004,,,
2023-04-28 10:00:00,,916045.5015690003,,,
2023-04-28 11:00:00,,909693.3115690004,,,
2023-04-28 12:00:00,,1037674.0615690004,,,
2023-04-28 13:00:00,,1093336.0305690004,,,
2023-04-28 14:00:00,,1092657.5625690005,,,
2023-04-28 15:00:00,,1088378.7045690005,,,
2023-05-01 09:00:00,,987701.0635690002,,,
2023-05-01 10:00:00,,1048320.8815690004,,,
2023-05-01 11:00:00,,981857.2295690004,,,
2023-05-01 12:00:00,,985922.0695690003,,,
2023-05-01 13:00:00,,1046257.6165690003,,,
2023-05-01 14:00:00,,1092404.1245690004,,,
2023-05-01 15:00:00,,1042549.2845690004,,,
2023-05-02 09:00:00,,1039760.1835690003,,,
2023-05-02 10:00:00,,907809.7215690003,,,
2023-05-02 11:00:00,,924778.4155690004,,,
2023-05-02 12:00:00,,868084.4295690004,,,
2023-05-02 13:00:00,,1032783.2965690002,,,
2023-05-02 14:00:00,,1080743.2175690003,,,
2023-05-02 15:00:00,,901642.1315690004,,,
2023-05-03 09:00:00,,902943.9725690002,,,
2023-05-03 10:00:00,,978780.9645690003,,,
2023-05-03 11:00:00,,1032361.4755690002,,,
2023-05-03 12:00:00,,1034215.8025690003,,,
2023-05-03 13:00:00,,905314.8015690004,,,
2023-05-03 14:00:00,,1039522.2975690004,,,
2023-05-03 15:00:00,,1076211.4065690003,,,
2023-05-04 09:00:00,,967162.2115690003,,,
2023-05-04 10:00:00,,963707.7765690004,,,
2023-05-04 11:00:00,,1021637.0815690004,,,
2023-05-04 12:00:00,,1069652.3245690004,,,
2023-05-04 13:00:00,,1027771.3345690004,,,
2023-05-04 14:00:00,,1025194.7805690004,,,
2023-05-04 15:00:00,,895584.0365690002,,,
2023-05-05 09:00:00,,926600.0005690004,,,
2023-05-05 10:00:00,,869050.1835690003,,,
2023-05-05 11:00:00,,1036808.2125690004,,,
2023-05-05 12:00:00,,1085917.4405690006,,,
2023-05-05 13:00:00,,900965.1415690004,,,
2023-05-05 14:00:00,,913501.1665690003,,,
2023-05-05 15:00:00,,978500.3095690003,,,
2023-05-08 09:00:00,,1043846.9665690004,,,
2023-05-08 10:00:00,,1043930.6545690002,,,
2023-05-08 11:00:00,,921045.9215690002,,,
2023-05-08 12:00:00,,937309.5685690003,,,
2023-05-08 13:00:00,,880199.9245690003,,,
2023-05-08 14:00:00,,1239207.4115690005,,,
2023-05-08 15:00:00,,1128862.7575690004,,,
2023-05-09 09:00:00,,847733.8435690003,,,
2023-05-09 10:00:00,,940510.9205690003,,,
2023-05-09 11:00:00,,876495.2705690004,,,
2023-05-09 12:00:00,,1046255.3615690004,,,
2023-05-09 13:00:00,,1096528.2775690004,,,
2023-05-09 14:00:00,,906169.3365690003,,,
2023-05-09 15:00:00,,921081.0105690004,,,
2023-05-10 09:00:00,,1021003.5665690002,,,
2023-05-10 10:00:00,,1325691.6515690004,,,
2023-05-10 11:00:00,,1309391.7635690004,,,
2023-05-10 12:00:00,,974742.4315690002,,,
2023-05-10 13:00:00,,918303.6185690004,,,
2023-05-10 14:00:00,,986980.4315690002,,,
2023-05-10 15:00:00,,1053267.8075690004,,,
2023-05-11 09:00:00,,1052489.7375690003,,,
2023-05-11 10:00:00,,921311.7515690003,,,
2023-05-11 11:00:00,,1082269.0565690005,,,
2023-05-11 12:00:00,,1024458.3945690002,,,
2023-05-11 13:00:00,,1329311.9965690004,,,
2023-05-11 14:00:00,,1239622.0685690003,,,
2023-05-11 15:00:00,,854480.3715690004,,,
2023-05-12 09:00:00,,899664.9515690003,,,
2023-05-12 10:00:00,,1106962.1245690004,,,
2023-05-12 11:00:00,,1057582.0985690004,,,
2023-05-12 12:00:00,,1055712.6525690004,,,
2023-05-12 13:00:00,,918736.6015690004,,,
2023-05-12 14:00:00,,1134688.9825690005,,,
2023-05-12 15:00:00,,1020133.9515690003,,,
2023-05-15 09:00:00,,996264.5515690004,,,
2023-05-15 10:00:00,,995846.4705690003,,,
2023-05-15 11:00:00,,1056515.4995690004,,,
2023-05-15 12:00:00,,1102636.1345690002,,,
2023-05-15 13:00:00,,1056465.9905690004,,,
2023-05-15 14:00:00,,1057862.5595690005,,,
2023-05-15 15:00:00,,926926.4915690003,,,
2023-05-16 09:00:00,,954535.3955690004,,,
2023-05-16 10:00:00,,1238420.4035690003,,,
2023-05-16 11:00:00,,1039130.2615690003,,,
2023-05-16 12:00:00,,1105923.0985690004,,,
2023-05-16 13:00:00,,1104862.7495690004,,,
2023-05-16 14:00:00,,1095991.2715690003,,,
2023-05-16 15:00:00,,1106041.7565690004,,,
2023-05-17 09:00:00,,851030.5295690002,,,
2023-05-17 10:00:00,,1065003.4505690003,,,
2023-05-17 11:00:00,,931725.2615690003,,,
2023-05-17 12:00:00,,1005758.6665690003,,,
2023-05-17 13:00:00,,1118481.6545690002,,,
2023-05-17 14:00:00,,1055748.8315690004,,,
2023-05-17 15:00:00,,1011076.2215690003,,,
2023-05-18 09:00:00,,1023325.7245690003,,,
2023-05-18 10:00:00,,1060647.4915690005,,,
2023-05-18 11:00:00,,1117040.4615690003,,,
2023-05-18 12:00:00,,978782.5745690004,,,
2023-05-18 13:00:00,,1083925.5295690002,,,
2023-05-18 14:00:00,,962222.1515690004,,,
2023-05-18 15:00:00,,982177.3295690003,,,
2023-05-19 09:00:00,,1062232.8915690004,,,
2023-05-19 10:00:00,,1138820.8725690003,,,
2023-05-19 11:00:00,,1134540.9425690004,,,
2023-05-19 12:00:00,,1122322.6685690004,,,
2023-05-19 13:00:00,,1030969.5415690003,,,
2023-05-19 14:00:00,,1026543.5855690003,,,
