,date,a2c,ddpg,ppo,td3,sac
0,2023-04-26 11:00:00,,,,1000000.0,
1,2023-04-26 12:00:00,,,,984506.8756,
2,2023-04-26 13:00:00,,,,1015673.0506000008,
3,2023-04-26 14:00:00,,,,1090744.4533000006,
4,2023-04-26 15:00:00,,,,1047675.2675000004,
5,2023-04-27 09:00:00,,,,939127.7942000008,
6,2023-04-27 10:00:00,,,,952151.3096920006,
7,2023-04-27 11:00:00,,,,952812.1956920008,
8,2023-04-27 12:00:00,,,,1187141.249692001,
9,2023-04-27 13:00:00,,,,1178671.6696920006,
10,2023-04-27 14:00:00,,,,1142005.1566920006,
11,2023-04-27 15:00:00,,,,960128.5406920006,
12,2023-04-28 09:00:00,,,,1102600.7746920006,
13,2023-04-28 10:00:00,,,,1130213.0116920006,
14,2023-04-28 11:00:00,,,,1174218.5936920005,
15,2023-04-28 12:00:00,,,,1332191.6596920004,
16,2023-04-28 13:00:00,,,,1048949.7366920004,
17,2023-04-28 14:00:00,,,,946522.9066920006,
18,2023-04-28 15:00:00,,,,1081212.8686920006,
19,2023-05-01 09:00:00,,,,1041730.8956920007,
20,2023-05-01 10:00:00,,,,1338784.7196920004,
21,2023-05-01 11:00:00,,,,1045758.0366920006,
22,2023-05-01 12:00:00,,,,946686.2086920008,
23,2023-05-01 13:00:00,,,,977570.9266920008,
24,2023-05-01 14:00:00,,,,966149.9056920008,
25,2023-05-01 15:00:00,,,,976266.0446920006,
26,2023-05-02 09:00:00,,,,970805.6266920008,
27,2023-05-02 10:00:00,,,,1186931.9196920006,
28,2023-05-02 11:00:00,,,,1075250.0036920004,
29,2023-05-02 12:00:00,,,,1143027.2096920004,
30,2023-05-02 13:00:00,,,,964462.8686920006,
31,2023-05-02 14:00:00,,,,1105034.050692001,
32,2023-05-02 15:00:00,,,,1090677.425692001,
33,2023-05-03 09:00:00,,,,1185944.871692001,
34,2023-05-03 10:00:00,,,,935401.3536920006,
35,2023-05-03 11:00:00,,,,958375.4266920008,
36,2023-05-03 12:00:00,,,,959984.3896920008,
37,2023-05-03 13:00:00,,,,1188380.7406920006,
38,2023-05-03 14:00:00,,,,1070546.6956920004,
39,2023-05-03 15:00:00,,,,954919.7356920006,
40,2023-05-04 09:00:00,,,,937603.6976920008,
41,2023-05-04 10:00:00,,,,919344.5676920008,
42,2023-05-04 11:00:00,,,,943148.5766920006,
43,2023-05-04 12:00:00,,,,930543.3266920006,
44,2023-05-04 13:00:00,,,,947847.9066920008,
45,2023-05-04 14:00:00,,,,944852.9626920008,
46,2023-05-04 15:00:00,,,,1167783.2676920004,
47,2023-05-05 09:00:00,,,,1075438.6476920005,
48,2023-05-05 10:00:00,,,,1141814.8816920004,
49,2023-05-05 11:00:00,,,,959162.1036920008,
50,2023-05-05 12:00:00,,,,1104084.6346920005,
51,2023-05-05 13:00:00,,,,1090617.5066920004,
52,2023-05-05 14:00:00,,,,1184775.8466920005,
53,2023-05-05 15:00:00,,,,936942.7776920008,
54,2023-05-08 09:00:00,,,,962103.9816920006,
55,2023-05-08 10:00:00,,,,962371.1976920008,
56,2023-05-08 11:00:00,,,,1190979.6646920007,
57,2023-05-08 12:00:00,,,,1090861.4956920005,
58,2023-05-08 13:00:00,,,,1155319.3896920006,
59,2023-05-08 14:00:00,,,,940867.9016920008,
60,2023-05-08 15:00:00,,,,952314.4056920006,
61,2023-05-09 09:00:00,,,,1155036.7766920005,
62,2023-05-09 10:00:00,,,,1002170.4786920008,
63,2023-05-09 11:00:00,,,,1152548.0746920004,
64,2023-05-09 12:00:00,,,,965134.6476920006,
65,2023-05-09 13:00:00,,,,1114134.4606920006,
66,2023-05-09 14:00:00,,,,1097453.1916920005,
67,2023-05-09 15:00:00,,,,1172430.0556920003,
68,2023-05-10 09:00:00,,,,1299251.4796920004,
69,2023-05-10 10:00:00,,,,941029.4016920008,
70,2023-05-10 11:00:00,,,,885257.8356920007,
71,2023-05-10 12:00:00,,,,1225599.1576920005,
72,2023-05-10 13:00:00,,,,1177596.6976920003,
73,2023-05-10 14:00:00,,,,941550.9356920008,
74,2023-05-10 15:00:00,,,,970817.2336920006,
75,2023-05-11 09:00:00,,,,967547.0206920006,
76,2023-05-11 10:00:00,,,,1182983.3886920006,
77,2023-05-11 11:00:00,,,,1176508.0116920006,
78,2023-05-11 12:00:00,,,,1304714.8256920006,
79,2023-05-11 13:00:00,,,,942043.9356920008,
80,2023-05-11 14:00:00,,,,899691.6776920006,
81,2023-05-11 15:00:00,,,,1156955.4746920003,
82,2023-05-12 09:00:00,,,,1085484.1626920004,
