,date,a2c,ddpg,ppo,td3,sac
0,2023-04-26 11:00:00,,,1000000.0,,
1,2023-04-26 12:00:00,,,988618.463137,,
2,2023-04-26 13:00:00,,,968096.7281229998,,
3,2023-04-26 14:00:00,,,953795.544427,,
4,2023-04-26 15:00:00,,,984346.907525,,
5,2023-04-27 09:00:00,,,961245.6517539998,,
6,2023-04-27 10:00:00,,,1021298.2324089996,,
7,2023-04-27 11:00:00,,,1021571.4639399996,,
8,2023-04-27 12:00:00,,,1133190.267535,,
9,2023-04-27 13:00:00,,,1133653.4491889998,,
10,2023-04-27 14:00:00,,,1135867.6597299995,,
11,2023-04-27 15:00:00,,,1067005.083803,,
12,2023-04-28 09:00:00,,,1168308.195864,,
13,2023-04-28 10:00:00,,,1298223.841449,,
14,2023-04-28 11:00:00,,,1213798.6156519998,,
15,2023-04-28 12:00:00,,,1312768.4827319998,,
16,2023-04-28 13:00:00,,,1224387.4572179995,,
17,2023-04-28 14:00:00,,,1206979.4695409993,,
18,2023-04-28 15:00:00,,,1229106.6671839994,,
19,2023-05-01 09:00:00,,,1283194.7170269992,,
20,2023-05-01 10:00:00,,,1313348.2780709993,,
21,2023-05-01 11:00:00,,,1265254.5728979993,,
22,2023-05-01 12:00:00,,,1250766.0942259994,,
23,2023-05-01 13:00:00,,,1317992.0825159992,,
24,2023-05-01 14:00:00,,,1261343.3998739996,,
25,2023-05-01 15:00:00,,,1326900.310587,,
26,2023-05-02 09:00:00,,,1324196.623552,,
27,2023-05-02 10:00:00,,,1569443.8963809996,,
28,2023-05-02 11:00:00,,,1504606.7468319996,,
29,2023-05-02 12:00:00,,,1476847.7743509994,,
30,2023-05-02 13:00:00,,,1414288.2399059995,,
31,2023-05-02 14:00:00,,,1649594.737202,,
32,2023-05-02 15:00:00,,,1926596.397566,,
33,2023-05-03 09:00:00,,,1711957.7186679998,,
34,2023-05-03 10:00:00,,,1643518.1305829997,,
35,2023-05-03 11:00:00,,,1568843.5506369995,,
36,2023-05-03 12:00:00,,,1569933.9369149995,,
37,2023-05-03 13:00:00,,,1834116.8990609995,,
38,2023-05-03 14:00:00,,,1730374.4910479991,,
39,2023-05-03 15:00:00,,,1611569.612927999,,
40,2023-05-04 09:00:00,,,1748118.3956649988,,
41,2023-05-04 10:00:00,,,1733638.4598929994,,
42,2023-05-04 11:00:00,,,1657953.4905279991,,
43,2023-05-04 12:00:00,,,1645497.6487469994,,
44,2023-05-04 13:00:00,,,1674836.9939599992,,
45,2023-05-04 14:00:00,,,1671616.4661219995,,
46,2023-05-04 15:00:00,,,1985974.820544,,
47,2023-05-05 09:00:00,,,1850244.466363,,
48,2023-05-05 10:00:00,,,1907323.978872,,
49,2023-05-05 11:00:00,,,1812360.94883,,
50,2023-05-05 12:00:00,,,2219870.093295,,
51,2023-05-05 13:00:00,,,2449162.1773779998,,
52,2023-05-05 14:00:00,,,2132388.6197649995,,
53,2023-05-05 15:00:00,,,2111381.080162999,,
54,2023-05-08 09:00:00,,,1942673.7399749996,,
55,2023-05-08 10:00:00,,,1941850.696344,,
56,2023-05-08 11:00:00,,,2266476.537854,,
57,2023-05-08 12:00:00,,,2122592.802214999,,
58,2023-05-08 13:00:00,,,2192558.871957999,,
59,2023-05-08 14:00:00,,,2165070.636261,,
60,2023-05-08 15:00:00,,,2448683.520415,,
61,2023-05-09 09:00:00,,,2442818.6301529994,,
62,2023-05-09 10:00:00,,,2230189.346013,,
63,2023-05-09 11:00:00,,,2289386.821063,,
64,2023-05-09 12:00:00,,,2182763.5339899994,,
65,2023-05-09 13:00:00,,,2700914.795656999,,
66,2023-05-09 14:00:00,,,2973803.443774999,,
67,2023-05-09 15:00:00,,,2443342.904216,,
68,2023-05-10 09:00:00,,,2321955.102844,,
69,2023-05-10 10:00:00,,,3037335.843454,,
70,2023-05-10 11:00:00,,,2157110.9095319994,,
71,2023-05-10 12:00:00,,,2451200.4296939992,,
72,2023-05-10 13:00:00,,,2587254.588688,,
73,2023-05-10 14:00:00,,,2550007.466311999,,
74,2023-05-10 15:00:00,,,2294452.4261989994,,
75,2023-05-11 09:00:00,,,2279702.140493,,
76,2023-05-11 10:00:00,,,2728066.3060929994,,
77,2023-05-11 11:00:00,,,2859940.6659349995,,
78,2023-05-11 12:00:00,,,2456776.6739799995,,
79,2023-05-11 13:00:00,,,3325626.505278,,
80,2023-05-11 14:00:00,,,2705051.0448699994,,
81,2023-05-11 15:00:00,,,2837859.86768,,
82,2023-05-12 09:00:00,,,2770145.0962169995,,
83,2023-05-12 10:00:00,,,2412742.499145,,
84,2023-05-12 11:00:00,,,2390000.7850359995,,
85,2023-05-12 12:00:00,,,2385598.326512,,
86,2023-05-12 13:00:00,,,2853415.1572229997,,
87,2023-05-12 14:00:00,,,3209556.48749,,
88,2023-05-12 15:00:00,,,2982346.529839999,,
89,2023-05-15 09:00:00,,,2833547.8286969992,,
90,2023-05-15 10:00:00,,,2803559.859903999,,
91,2023-05-15 11:00:00,,,2607413.880540999,,
92,2023-05-15 12:00:00,,,2605449.775751,,
93,2023-05-15 13:00:00,,,2633922.4367289995,,
94,2023-05-15 14:00:00,,,2636445.962302,,
95,2023-05-15 15:00:00,,,3159621.374720999,,
96,2023-05-16 09:00:00,,,2827817.1688780007,,
97,2023-05-16 10:00:00,,,2918450.801622,,
98,2023-05-16 11:00:00,,,3277630.455424,,
99,2023-05-16 12:00:00,,,3033081.379104999,,
100,2023-05-16 13:00:00,,,3176617.6988890003,,
101,2023-05-16 14:00:00,,,2982299.61839,,
102,2023-05-16 15:00:00,,,3263602.3108359994,,
103,2023-05-17 09:00:00,,,2712609.1639399994,,
104,2023-05-17 10:00:00,,,2792928.5076470003,,
105,2023-05-17 11:00:00,,,3456653.7707990003,,
106,2023-05-17 12:00:00,,,3265239.73707,,
107,2023-05-17 13:00:00,,,3390268.916402,,
108,2023-05-17 14:00:00,,,3544394.457264,,
109,2023-05-17 15:00:00,,,3397322.3243479994,,
110,2023-05-18 09:00:00,,,3336819.4419320007,,
111,2023-05-18 10:00:00,,,3564286.0950759994,,
112,2023-05-18 11:00:00,,,3926688.401912,,
113,2023-05-18 12:00:00,,,3209413.616724,,
114,2023-05-18 13:00:00,,,3045032.6673969994,,
115,2023-05-18 14:00:00,,,3756889.622201,,
116,2023-05-18 15:00:00,,,3079919.768812,,
117,2023-05-19 09:00:00,,,3779824.841533,,
118,2023-05-19 10:00:00,,,3637683.675612,,
119,2023-05-19 11:00:00,,,3741147.730922,,
120,2023-05-19 12:00:00,,,3416611.05116,,
121,2023-05-19 13:00:00,,,3720086.272784,,
122,2023-05-19 14:00:00,,,3624211.129188,,
123,2023-05-19 15:00:00,,,3256281.857927,,
124,2023-05-22 09:00:00,,,3268007.387584,,
125,2023-05-22 10:00:00,,,4087538.586921001,,
126,2023-05-22 11:00:00,,,3796122.658316,,
127,2023-05-22 12:00:00,,,3332561.049145,,
128,2023-05-22 13:00:00,,,3404073.117775,,
129,2023-05-22 14:00:00,,,3407524.7793510007,,
130,2023-05-22 15:00:00,,,4209460.674614999,,
131,2023-05-23 09:00:00,,,3949498.944409,,
132,2023-05-23 10:00:00,,,3903126.711149,,
133,2023-05-23 11:00:00,,,3779623.007,,
134,2023-05-23 12:00:00,,,3745793.015283,,
135,2023-05-23 13:00:00,,,4529580.109616,,
136,2023-05-23 14:00:00,,,3903249.343962,,
137,2023-05-23 15:00:00,,,3866718.5722829993,,
138,2023-05-24 09:00:00,,,3463203.8442890006,,
139,2023-05-24 10:00:00,,,3453775.6672600005,,
140,2023-05-24 11:00:00,,,4407680.445166,,
141,2023-05-24 12:00:00,,,4033691.4427239993,,
142,2023-05-24 13:00:00,,,4886080.735877001,,
143,2023-05-24 14:00:00,,,4349756.276827,,
144,2023-05-24 15:00:00,,,5231751.781063,,
145,2023-05-25 09:00:00,,,4800866.699774,,
146,2023-05-25 10:00:00,,,4352006.8772100005,,
147,2023-05-25 11:00:00,,,4467256.988693,,
148,2023-05-25 12:00:00,,,4224857.071622001,,
149,2023-05-25 13:00:00,,,4322688.696862,,
150,2023-05-25 14:00:00,,,3846986.238191,,
151,2023-05-25 15:00:00,,,4471977.846530999,,
152,2023-05-26 09:00:00,,,3700583.418665,,
153,2023-05-26 10:00:00,,,3784392.165368001,,
154,2023-05-26 11:00:00,,,4859618.62007,,
155,2023-05-26 12:00:00,,,5497788.979466,,
156,2023-05-26 13:00:00,,,4765624.029082999,,
157,2023-05-26 14:00:00,,,4562510.586396,,
158,2023-05-26 15:00:00,,,4467477.693690001,,
159,2023-05-30 09:00:00,,,3926063.804848,,
160,2023-05-30 10:00:00,,,3924485.178062,,
161,2023-05-30 11:00:00,,,3905753.763671001,,
162,2023-05-30 12:00:00,,,3892729.533425,,
163,2023-05-30 13:00:00,,,5091238.468964,,
164,2023-05-30 14:00:00,,,4538555.28093,,
165,2023-05-30 15:00:00,,,4191873.097337001,,
166,2023-05-31 09:00:00,,,3967815.794357,,
167,2023-05-31 10:00:00,,,5029310.0709730005,,
168,2023-05-31 11:00:00,,,6503313.82791,,
169,2023-05-31 12:00:00,,,5203896.664764999,,
170,2023-05-31 13:00:00,,,4730993.692578001,,
171,2023-05-31 14:00:00,,,4123584.152226001,,
172,2023-05-31 15:00:00,,,4115649.019907,,
173,2023-06-01 09:00:00,,,5330421.821406,,
174,2023-06-01 10:00:00,,,4829539.771528,,
175,2023-06-01 11:00:00,,,4462706.663405001,,
176,2023-06-01 12:00:00,,,4480561.915394001,,
177,2023-06-01 13:00:00,,,5180814.892388999,,
178,2023-06-01 14:00:00,,,5519463.739099001,,
179,2023-06-01 15:00:00,,,5061619.780743001,,
180,2023-06-02 09:00:00,,,4572458.1864950005,,
181,2023-06-02 10:00:00,,,4446016.82427,,
182,2023-06-02 11:00:00,,,5531836.386270001,,
183,2023-06-02 12:00:00,,,7047835.686260001,,
184,2023-06-02 13:00:00,,,5375744.891812,,
185,2023-06-02 14:00:00,,,4658997.011593,,
186,2023-06-02 15:00:00,,,6341503.498286,,
187,2023-06-05 09:00:00,,,4106657.2282640007,,
188,2023-06-05 10:00:00,,,5240641.355325,,
189,2023-06-05 11:00:00,,,5670537.013219001,,
190,2023-06-05 12:00:00,,,5275922.974967001,,
191,2023-06-05 13:00:00,,,4635860.511405,,
192,2023-06-05 14:00:00,,,4631887.362907,,
193,2023-06-05 15:00:00,,,5882654.978769002,,
194,2023-06-06 09:00:00,,,5234456.587173001,,
195,2023-06-06 10:00:00,,,6294970.361667999,,
196,2023-06-06 11:00:00,,,6820398.191146,,
197,2023-06-06 12:00:00,,,7187542.647113002,,
198,2023-06-06 13:00:00,,,4890576.042192,,
199,2023-06-06 14:00:00,,,4651165.271465002,,
200,2023-06-06 15:00:00,,,4983541.0300980015,,
201,2023-06-07 09:00:00,,,5065532.125446,,
202,2023-06-07 10:00:00,,,6457372.430031,,
203,2023-06-07 11:00:00,,,5072903.052138,,
204,2023-06-07 12:00:00,,,4600799.789416,,
205,2023-06-07 13:00:00,,,4691305.2901800005,,
206,2023-06-07 14:00:00,,,4700142.096016001,,
207,2023-06-07 15:00:00,,,6192292.051131,,
208,2023-06-08 09:00:00,,,4741745.699424,,
209,2023-06-08 10:00:00,,,5691278.998152,,
210,2023-06-08 11:00:00,,,5125696.086663001,,
211,2023-06-08 12:00:00,,,5225945.020774001,,
212,2023-06-08 13:00:00,,,6666563.444538999,,
213,2023-06-08 14:00:00,,,5948994.945349001,,
214,2023-06-08 15:00:00,,,4721061.758497002,,
215,2023-06-09 09:00:00,,,4869759.321311001,,
216,2023-06-09 10:00:00,,,4883893.221035,,
217,2023-06-09 11:00:00,,,6579222.883638999,,
218,2023-06-09 12:00:00,,,5943845.911971,,
219,2023-06-09 13:00:00,,,6268046.835472001,,
220,2023-06-09 14:00:00,,,6198567.958134,,
221,2023-06-09 15:00:00,,,6244599.278337999,,
222,2023-06-12 09:00:00,,,5188209.1517320005,,
223,2023-06-12 10:00:00,,,5189296.4359180005,,
224,2023-06-12 11:00:00,,,6334610.677282001,,
225,2023-06-12 12:00:00,,,6284136.944071,,
226,2023-06-12 13:00:00,,,6341609.333982001,,
227,2023-06-12 14:00:00,,,5259397.367569,,
228,2023-06-12 15:00:00,,,5228692.876177001,,
229,2023-06-13 09:00:00,,,6199781.337767001,,
230,2023-06-13 10:00:00,,,5521306.568056,,
231,2023-06-13 11:00:00,,,5583350.037308002,,
232,2023-06-13 12:00:00,,,7408797.36646,,
233,2023-06-13 13:00:00,,,6746077.509413,,
234,2023-06-13 14:00:00,,,6506224.231564,,
235,2023-06-13 15:00:00,,,6524072.900723001,,
236,2023-06-14 09:00:00,,,6577274.548332,,
237,2023-06-14 10:00:00,,,5513124.646249001,,
238,2023-06-14 11:00:00,,,6546621.030550001,,
239,2023-06-14 12:00:00,,,6342974.273742001,,
240,2023-06-14 13:00:00,,,5399177.297622,,
241,2023-06-14 14:00:00,,,5371344.903537,,
242,2023-06-14 15:00:00,,,7259678.842564001,,
243,2023-06-15 09:00:00,,,6079572.279894002,,
244,2023-06-15 10:00:00,,,5303163.406344001,,
245,2023-06-15 11:00:00,,,5469232.346917999,,
246,2023-06-15 12:00:00,,,5477650.065576001,,
247,2023-06-15 13:00:00,,,7468588.747034,,
248,2023-06-15 14:00:00,,,6817544.097859999,,
249,2023-06-15 15:00:00,,,6627923.70263,,
250,2023-06-16 09:00:00,,,5938206.577534,,
251,2023-06-16 10:00:00,,,5916643.67759,,
252,2023-06-16 11:00:00,,,7915631.746304001,,
253,2023-06-16 12:00:00,,,6963080.004096001,,
254,2023-06-16 13:00:00,,,6655656.812690001,,
255,2023-06-16 14:00:00,,,5685147.497057002,,
256,2023-06-16 15:00:00,,,5668167.898781001,,
257,2023-06-20 09:00:00,,,7774235.970791,,
258,2023-06-20 10:00:00,,,6335539.0171610005,,
259,2023-06-20 11:00:00,,,7492017.067658002,,
260,2023-06-20 12:00:00,,,6998531.165787001,,
261,2023-06-20 13:00:00,,,8999762.084808001,,
262,2023-06-20 14:00:00,,,8207087.170686999,,
263,2023-06-20 15:00:00,,,7352208.713389002,,
264,2023-06-21 09:00:00,,,7238888.355959001,,
265,2023-06-21 10:00:00,,,7151605.819499001,,
266,2023-06-21 11:00:00,,,7059140.295377001,,
267,2023-06-21 12:00:00,,,5929574.478836001,,
268,2023-06-21 13:00:00,,,7225048.629487001,,
269,2023-06-21 14:00:00,,,5515895.062964001,,
270,2023-06-21 15:00:00,,,5623665.379134,,
271,2023-06-22 09:00:00,,,7955570.309932002,,
272,2023-06-22 10:00:00,,,7180072.305967,,
273,2023-06-22 11:00:00,,,6003404.723181,,
274,2023-06-22 12:00:00,,,8226803.435295001,,
275,2023-06-22 13:00:00,,,7945288.759764001,,
276,2023-06-22 14:00:00,,,8851499.753186999,,
277,2023-06-22 15:00:00,,,7586203.019680002,,
278,2023-06-23 09:00:00,,,5934345.725829,,
279,2023-06-23 10:00:00,,,5455662.196421,,
280,2023-06-23 11:00:00,,,8014468.851212,,
281,2023-06-23 12:00:00,,,7226746.378359,,
282,2023-06-23 13:00:00,,,6898752.271660001,,
283,2023-06-23 14:00:00,,,7400661.236116001,,
284,2023-06-23 15:00:00,,,7244509.806706002,,
285,2023-06-26 09:00:00,,,6999192.625446,,
286,2023-06-26 10:00:00,,,5936351.1205980005,,
287,2023-06-26 11:00:00,,,6088540.279654001,,
288,2023-06-26 12:00:00,,,5896374.20524,,
289,2023-06-26 13:00:00,,,7596956.334735,,
290,2023-06-26 14:00:00,,,10117317.888086995,,
291,2023-06-26 15:00:00,,,5854123.241345,,
292,2023-06-27 09:00:00,,,5899061.504631001,,
293,2023-06-27 10:00:00,,,7187365.174385998,,
294,2023-06-27 11:00:00,,,7165282.619787002,,
295,2023-06-27 12:00:00,,,6033458.937507999,,
296,2023-06-27 13:00:00,,,5956196.787839002,,
297,2023-06-27 14:00:00,,,6067968.284286999,,
298,2023-06-27 15:00:00,,,6069392.058955003,,
299,2023-06-28 09:00:00,,,8798396.719033001,,
300,2023-06-28 10:00:00,,,7719946.1506940015,,
301,2023-06-28 11:00:00,,,6601706.932383001,,
302,2023-06-28 12:00:00,,,6140969.914430001,,
303,2023-06-28 13:00:00,,,7864870.366782001,,
304,2023-06-28 14:00:00,,,10807910.625997998,,
305,2023-06-28 15:00:00,,,8504738.464060001,,
306,2023-06-29 09:00:00,,,8349818.682144001,,
307,2023-06-29 10:00:00,,,8097075.461052,,
308,2023-06-29 11:00:00,,,8006681.326512,,
309,2023-06-29 12:00:00,,,6585973.575993001,,
310,2023-06-29 13:00:00,,,8086169.790881002,,
311,2023-06-29 14:00:00,,,7745223.816895001,,
312,2023-06-29 15:00:00,,,6414810.335775002,,
313,2023-06-30 09:00:00,,,6478857.909105999,,
314,2023-06-30 10:00:00,,,9411207.438142002,,
315,2023-06-30 11:00:00,,,7328480.9036070015,,
316,2023-06-30 12:00:00,,,8674685.566887002,,
317,2023-06-30 13:00:00,,,8184043.846187999,,
318,2023-06-30 14:00:00,,,10684164.632196002,,
319,2023-06-30 15:00:00,,,9667554.748390002,,
320,2023-07-03 09:00:00,,,8850055.848811002,,
321,2023-07-03 10:00:00,,,8640147.554094002,,
322,2023-07-03 11:00:00,,,8721249.778778002,,
323,2023-07-03 12:00:00,,,8582482.646665001,,
324,2023-07-03 13:00:00,,,6872605.870288001,,
325,2023-07-03 14:00:00,,,8850978.114456002,,
326,2023-07-03 15:00:00,,,6444825.902109002,,
327,2023-07-05 09:00:00,,,6565925.2826965,,
328,2023-07-05 10:00:00,,,9887930.5177155,,
329,2023-07-05 11:00:00,,,8415637.248483501,,
330,2023-07-05 12:00:00,,,8737946.509926504,,
331,2023-07-05 13:00:00,,,8820661.0121825,,
332,2023-07-05 14:00:00,,,8473606.0372575,,
333,2023-07-05 15:00:00,,,6865516.919351501,,
334,2023-07-06 09:00:00,,,6703142.099804501,,
335,2023-07-06 10:00:00,,,6765763.4997425005,,
336,2023-07-06 11:00:00,,,6751402.059761501,,
337,2023-07-06 12:00:00,,,10113241.791256502,,
338,2023-07-06 13:00:00,,,8825124.338212501,,
339,2023-07-06 14:00:00,,,7210627.1413205,,
340,2023-07-06 15:00:00,,,6875545.363136501,,
