date,a2c,ddpg,ppo,td3,sac
2023-04-26 11:00:00,,,,,1000000.0
2023-04-26 12:00:00,,,,,1038923.6301
2023-04-26 13:00:00,,,,,1020703.3724
2023-04-26 14:00:00,,,,,979627.8551999999
2023-04-26 15:00:00,,,,,913382.3219999999
2023-04-27 09:00:00,,,,,1138938.6538999998
2023-04-27 10:00:00,,,,,1012968.9994749998
2023-04-27 11:00:00,,,,,1013179.8324749997
2023-04-27 12:00:00,,,,,944927.563475
2023-04-27 13:00:00,,,,,1023224.9751910002
2023-04-27 14:00:00,,,,,1059446.756191
2023-04-27 15:00:00,,,,,1056261.346191
2023-04-28 09:00:00,,,,,1170796.180191
2023-04-28 10:00:00,,,,,1068058.959191
2023-04-28 11:00:00,,,,,994088.836191
2023-04-28 12:00:00,,,,,1078303.270047
2023-04-28 13:00:00,,,,,1288911.9350470002
2023-04-28 14:00:00,,,,,1134413.958047
2023-04-28 15:00:00,,,,,1130722.219047
2023-05-01 09:00:00,,,,,1094776.8090469998
2023-05-01 10:00:00,,,,,1081794.631047
2023-05-01 11:00:00,,,,,1300255.839047
2023-05-01 12:00:00,,,,,1274887.4490469997
2023-05-01 13:00:00,,,,,1108094.2230469997
2023-05-01 14:00:00,,,,,1296482.459047
2023-05-01 15:00:00,,,,,1105486.452047
2023-05-02 09:00:00,,,,,1102925.103047
2023-05-02 10:00:00,,,,,949750.8080469999
2023-05-02 11:00:00,,,,,1071090.5768459998
2023-05-02 12:00:00,,,,,1100276.8528459999
2023-05-02 13:00:00,,,,,1097286.5308459997
2023-05-02 14:00:00,,,,,1244666.898846
2023-05-02 15:00:00,,,,,978925.5468459998
2023-05-03 09:00:00,,,,,956453.4028459999
2023-05-03 10:00:00,,,,,1260971.9048459996
2023-05-03 11:00:00,,,,,1095505.9628460002
2023-05-03 12:00:00,,,,,1096952.682846
2023-05-03 13:00:00,,,,,956721.6428459998
2023-05-03 14:00:00,,,,,896898.172846
2023-05-03 15:00:00,,,,,1300043.5328459996
2023-05-04 09:00:00,,,,,1268436.068846
2023-05-04 10:00:00,,,,,1241461.544846
2023-05-04 11:00:00,,,,,1082427.2248459999
2023-05-04 12:00:00,,,,,1268363.676846
2023-05-04 13:00:00,,,,,1083020.2688459998
2023-05-04 14:00:00,,,,,1080250.7448459999
2023-05-04 15:00:00,,,,,943396.414846
2023-05-05 09:00:00,,,,,1066407.2628459998
2023-05-05 10:00:00,,,,,1102765.536846
2023-05-05 11:00:00,,,,,1095932.9368459997
2023-05-05 12:00:00,,,,,1241276.256846
2023-05-05 13:00:00,,,,,983025.932846
2023-05-05 14:00:00,,,,,963301.7968459999
2023-05-05 15:00:00,,,,,1270818.7488459998
2023-05-08 09:00:00,,,,,1096784.452846
2023-05-08 10:00:00,,,,,1096321.2468459997
2023-05-08 11:00:00,,,,,964089.0508459999
2023-05-08 12:00:00,,,,,1077069.564846
2023-05-08 13:00:00,,,,,1108556.132846
2023-05-08 14:00:00,,,,,1303527.2228459998
2023-05-08 15:00:00,,,,,1136611.1448459998
2023-05-09 09:00:00,,,,,962711.8548459999
2023-05-09 10:00:00,,,,,1076472.8688459997
2023-05-09 11:00:00,,,,,1113574.5168459998
2023-05-09 12:00:00,,,,,1096177.7268459997
2023-05-09 13:00:00,,,,,1243806.3828459997
2023-05-09 14:00:00,,,,,993396.5248459998
2023-05-09 15:00:00,,,,,1004658.1948459999
2023-05-10 09:00:00,,,,,980102.1468459999
2023-05-10 10:00:00,,,,,1247354.8088459999
2023-05-10 11:00:00,,,,,1091430.0228459998
2023-05-10 12:00:00,,,,,1035644.3548459997
2023-05-10 13:00:00,,,,,957677.0828459999
2023-05-10 14:00:00,,,,,1266378.1108459998
2023-05-10 15:00:00,,,,,1107817.8628459997
2023-05-11 09:00:00,,,,,1096217.0628459998
2023-05-11 10:00:00,,,,,957090.5368459999
2023-05-11 11:00:00,,,,,1072259.8981919999
2023-05-11 12:00:00,,,,,980870.2169649999
2023-05-11 13:00:00,,,,,1237283.803965
2023-05-11 14:00:00,,,,,970740.546965
2023-05-11 15:00:00,,,,,961938.9989649999
2023-05-12 09:00:00,,,,,1177904.5679650002
2023-05-12 10:00:00,,,,,1290878.183965
2023-05-12 11:00:00,,,,,1097299.109965
2023-05-12 12:00:00,,,,,1095551.7899650002
2023-05-12 13:00:00,,,,,952577.546965
2023-05-12 14:00:00,,,,,1085558.973965
2023-05-12 15:00:00,,,,,1072490.6109649998
2023-05-15 09:00:00,,,,,1288698.003965
2023-05-15 10:00:00,,,,,1259852.8549649997
2023-05-15 11:00:00,,,,,1104128.522965
2023-05-15 12:00:00,,,,,1295168.090965
2023-05-15 13:00:00,,,,,1104764.015965
2023-05-15 14:00:00,,,,,1106080.122965
2023-05-15 15:00:00,,,,,956852.9239650001
2023-05-16 09:00:00,,,,,1079145.503965
2023-05-16 10:00:00,,,,,1283065.752965
2023-05-16 11:00:00,,,,,1077139.745965
2023-05-16 12:00:00,,,,,1305109.448965
2023-05-16 13:00:00,,,,,1149261.628965
2023-05-16 14:00:00,,,,,1152800.451965
2023-05-16 15:00:00,,,,,1147301.628965
2023-05-17 09:00:00,,,,,1078109.0619650001
2023-05-17 10:00:00,,,,,1115182.000965
2023-05-17 11:00:00,,,,,955134.857965
2023-05-17 12:00:00,,,,,1308525.245965
2023-05-17 13:00:00,,,,,1156082.0709649997
2023-05-17 14:00:00,,,,,1086271.939965
2023-05-17 15:00:00,,,,,1317056.263965
2023-05-18 09:00:00,,,,,1292288.850965
2023-05-18 10:00:00,,,,,1096713.4609649999
2023-05-18 11:00:00,,,,,1289251.488965
2023-05-18 12:00:00,,,,,1100751.3529649999
2023-05-18 13:00:00,,,,,1136961.853965
2023-05-18 14:00:00,,,,,969046.474965
2023-05-18 15:00:00,,,,,1146033.8709649998
2023-05-19 09:00:00,,,,,1102999.670965
2023-05-19 10:00:00,,,,,1331767.466965
2023-05-19 11:00:00,,,,,1167201.6279649998
2023-05-19 12:00:00,,,,,1177648.4539649999
2023-05-19 13:00:00,,,,,1330631.763965
2023-05-19 14:00:00,,,,,1292213.965965
2023-05-19 15:00:00,,,,,1137649.2019649998
2023-05-22 09:00:00,,,,,1137972.833965
2023-05-22 10:00:00,,,,,963026.066965
2023-05-22 11:00:00,,,,,1247914.2679650001
2023-05-22 12:00:00,,,,,1330693.141965
2023-05-22 13:00:00,,,,,1136848.7849649999
2023-05-22 14:00:00,,,,,1138201.9319649998
2023-05-22 15:00:00,,,,,962893.6049650001
2023-05-23 09:00:00,,,,,1229260.6189650001
2023-05-23 10:00:00,,,,,1281060.8759650001
2023-05-23 11:00:00,,,,,1171000.6679649998
2023-05-23 12:00:00,,,,,1125979.054965
2023-05-23 13:00:00,,,,,1283081.026965
2023-05-23 14:00:00,,,,,1299882.9429649997
2023-05-23 15:00:00,,,,,1266406.1739649998
2023-05-24 09:00:00,,,,,1110553.804965
2023-05-24 10:00:00,,,,,1106806.162965
2023-05-24 11:00:00,,,,,939978.5689649999
2023-05-24 12:00:00,,,,,1109687.414965
2023-05-24 13:00:00,,,,,964167.6299649999
2023-05-24 14:00:00,,,,,1013724.879965
2023-05-24 15:00:00,,,,,866044.705965
