Time,Open,High,Low,Close,Volume
2023-08-30 15:00:00,256.9900,257.6500,254.2100,255.9400,6488483
2023-08-30 14:00:00,256.6420,256.8100,254.9100,254.9100,7243083
2023-08-30 13:00:00,259.1300,259.1900,257.7430,257.9100,5015788
2023-08-30 12:00:00,257.7700,260.5100,257.6800,260.0190,8788533
2023-08-30 11:00:00,254.9700,255.8900,253.8100,255.4100,7601909
2023-08-30 10:00:00,254.5300,256.3800,251.8120,252.9710,15304663
2023-08-30 09:00:00,254.2000,255.4500,250.5900,254.5200,20760847
2023-08-29 15:00:00,255.3700,257.0400,254.8300,256.6480,7807675
2023-08-29 14:00:00,253.9660,255.3700,253.8400,254.9680,5972051
2023-08-29 13:00:00,254.4000,254.5480,252.6550,253.2900,5700063
2023-08-29 12:00:00,253.3600,254.6490,253.0200,253.8300,8063433
2023-08-29 11:00:00,248.9800,251.8900,248.8700,251.4500,10431214
2023-08-29 10:00:00,242.3550,249.6600,242.2200,249.2400,20508042
2023-08-29 09:00:00,238.5800,242.4090,237.7700,242.3550,16430177
2023-08-28 15:00:00,238.0250,238.5000,237.1600,237.6000,4898640
2023-08-28 14:00:00,236.4800,237.2500,236.3100,237.1320,4231247
2023-08-28 13:00:00,237.1500,239.1500,237.0000,239.0900,5487903
2023-08-28 12:00:00,237.6100,237.6840,235.5200,236.1830,8244871
2023-08-28 11:00:00,238.9500,240.2000,237.8100,239.4600,7202785
2023-08-28 10:00:00,238.6200,240.4400,238.0700,240.2500,11104016
2023-08-28 09:00:00,242.5800,244.3800,237.2000,238.6000,20362325
2023-08-25 15:00:00,238.4400,238.9000,237.8100,238.5290,5690428
2023-08-25 14:00:00,235.6400,238.4900,235.5200,238.4330,6468896
2023-08-25 13:00:00,235.3450,236.1200,234.4800,234.9300,4372633
2023-08-25 12:00:00,233.0100,234.8600,232.8300,234.8600,5317001
2023-08-25 11:00:00,230.4100,234.4900,230.3700,234.3610,8772585
2023-08-25 10:00:00,234.5200,237.7600,232.3000,233.6400,15740158
2023-08-25 09:00:00,231.3100,235.9100,230.9300,234.6200,14780618
2023-08-24 15:00:00,231.9500,232.5300,230.6200,230.8800,4596170
2023-08-24 14:00:00,232.4100,233.7800,232.3400,232.5300,4629694
2023-08-24 13:00:00,232.8200,233.1000,231.8200,232.1200,4470348
2023-08-24 12:00:00,230.9500,233.1300,230.8900,232.7300,5762478
2023-08-24 11:00:00,230.3900,231.2800,229.2600,231.0800,7911743
2023-08-24 10:00:00,233.2900,233.7150,229.2400,229.2930,12959928
2023-08-24 09:00:00,238.6600,238.9200,232.3500,233.2800,15352576
2023-08-23 15:00:00,237.5400,238.2700,237.2700,237.8600,4004581
2023-08-23 14:00:00,238.4250,238.9800,237.3500,237.8700,5733032
2023-08-23 13:00:00,235.3400,236.8800,235.2600,236.6760,4553797
2023-08-23 12:00:00,236.9510,237.1400,235.6800,236.5050,6217045
2023-08-23 11:00:00,233.9200,235.5900,233.5300,235.3300,7468136
2023-08-23 10:00:00,231.6700,234.7100,230.5900,234.0150,11301706
2023-08-23 09:00:00,229.3400,232.9700,229.2900,231.6640,15900378
2023-08-22 15:00:00,233.2120,234.1900,232.3600,232.6000,6744238
2023-08-22 14:00:00,232.2500,233.7700,231.8500,233.3920,6849138
2023-08-22 13:00:00,233.6100,234.0400,231.4400,232.2850,7002943
2023-08-22 12:00:00,231.9400,232.5400,229.5500,231.6800,9457808
2023-08-22 11:00:00,236.3100,236.5500,233.0320,233.0800,8042980
2023-08-22 10:00:00,235.0900,238.3600,234.7000,235.2200,13844265
2023-08-22 09:00:00,240.2500,240.8200,234.7600,235.0900,24849262
2023-08-21 15:00:00,230.5740,230.9800,229.8900,230.1540,6066412
2023-08-21 14:00:00,228.8000,230.4500,228.3630,230.0300,7384070
2023-08-21 13:00:00,228.4200,228.6200,227.2400,228.1500,5669671
2023-08-21 12:00:00,225.6200,227.4500,225.5100,227.2200,6412711
