Time,Open,High,Low,Close,Volume
2023-08-30 15:00:00,135.1700,135.2900,134.7800,134.8600,1642992
2023-08-30 14:00:00,134.9400,134.9400,134.5600,134.7550,1480054
2023-08-30 13:00:00,135.2500,135.3600,134.8900,134.9350,1377154
2023-08-30 12:00:00,135.2550,135.6000,135.1480,135.4500,1671079
2023-08-30 11:00:00,134.9300,134.9900,134.6200,134.8300,1924301
2023-08-30 10:00:00,135.4200,135.6800,133.9200,134.2900,3741719
2023-08-30 09:00:00,134.9300,135.6100,134.1930,135.4150,4161024
2023-08-29 15:00:00,134.6750,135.0000,134.5300,134.9050,1831817
2023-08-29 14:00:00,134.2300,134.7500,134.2300,134.6800,1606924
2023-08-29 13:00:00,134.1400,134.3600,134.0150,134.1550,1493139
2023-08-29 12:00:00,134.5100,134.6030,134.2700,134.4850,1696146
2023-08-29 11:00:00,134.1650,134.5050,134.1200,134.3200,2075636
2023-08-29 10:00:00,133.7100,134.7100,133.6900,134.5000,4148232
2023-08-29 09:00:00,133.3800,134.3550,133.2500,133.6900,4575247
2023-08-28 15:00:00,132.6500,132.9250,132.4900,132.7600,1647479
2023-08-28 14:00:00,132.1200,132.3600,132.0900,132.2290,1030461
2023-08-28 13:00:00,132.8250,133.0800,132.7100,132.8100,1508589
2023-08-28 12:00:00,132.2600,132.4800,132.0300,132.3000,1383417
2023-08-28 11:00:00,132.2000,132.3450,131.8500,132.1100,1978482
2023-08-28 10:00:00,132.4800,133.1200,132.1600,132.9900,2795652
2023-08-28 09:00:00,133.7800,133.9500,131.9000,132.4600,5336600
2023-08-25 15:00:00,133.2600,133.6300,133.0200,133.5150,2122978
2023-08-25 14:00:00,132.2300,133.2850,132.2050,133.1500,2394965
2023-08-25 13:00:00,132.1100,132.3900,131.9000,132.1550,1469527
2023-08-25 12:00:00,131.2000,132.0900,131.1900,132.0450,1618161
2023-08-25 11:00:00,130.8090,131.5500,130.5800,131.5380,3514594
2023-08-25 10:00:00,132.9300,133.8700,131.8800,131.9400,5470021
2023-08-25 09:00:00,132.4700,133.1850,132.4700,132.9350,3963597
2023-08-24 15:00:00,132.9460,133.0100,132.3300,132.4000,2096717
2023-08-24 14:00:00,132.8500,133.1400,132.6800,132.7500,1140358
2023-08-24 13:00:00,132.8500,133.0400,132.5600,132.7400,1126182
2023-08-24 12:00:00,132.0410,132.8400,132.0300,132.6800,2261177
2023-08-24 11:00:00,133.6400,133.6420,133.1000,133.2000,2068018
2023-08-24 10:00:00,135.1400,135.3950,133.4200,133.4200,3842205
2023-08-24 09:00:00,136.4000,136.7750,134.6250,135.1450,5821274
2023-08-23 15:00:00,134.9750,135.3800,134.8600,135.1880,1934706
2023-08-23 14:00:00,135.7000,135.7000,134.9100,134.9800,2316714
2023-08-23 13:00:00,135.3400,135.8000,135.2500,135.6550,1869060
2023-08-23 12:00:00,135.2380,135.3000,134.8720,135.0400,1527916
2023-08-23 11:00:00,134.9500,135.0400,134.6800,134.9200,1887431
2023-08-23 10:00:00,133.9500,134.5000,133.6200,134.2300,3669146
2023-08-23 09:00:00,134.5000,134.6000,133.2200,133.9300,5971066
2023-08-22 15:00:00,134.2110,134.6200,134.1400,134.1900,1577072
2023-08-22 14:00:00,134.2400,134.4300,133.7300,134.3900,1710719
2023-08-22 13:00:00,134.6380,134.7100,133.9100,134.3200,2045507
2023-08-22 12:00:00,134.8900,134.9800,134.3480,134.6600,1396488
2023-08-22 11:00:00,135.1100,135.5900,135.0350,135.1800,2287362
2023-08-22 10:00:00,134.5200,135.0100,134.2600,134.9300,2444378
2023-08-22 09:00:00,135.0800,135.6500,134.4200,134.5100,5240576
2023-08-21 15:00:00,134.4900,134.7500,134.4100,134.4550,1769711
2023-08-21 14:00:00,134.1600,134.5900,134.1500,134.2650,1988952
2023-08-21 13:00:00,134.0000,134.1700,133.5820,133.9950,2012888
2023-08-21 12:00:00,133.0950,133.7900,132.9600,133.7400,2406399
