Time,Open,High,Low,Close,Volume
2023-08-30 15:00:00,328.8100,329.1210,328.7000,328.8990,570398
2023-08-30 14:00:00,328.4900,328.5800,327.3800,327.9100,723166
2023-08-30 13:00:00,328.8550,328.8850,328.1000,328.3000,554106
2023-08-30 12:00:00,328.3500,328.9200,328.0700,328.8900,551101
2023-08-30 11:00:00,328.6000,328.7100,327.5750,328.3300,678519
2023-08-30 10:00:00,329.4600,329.7600,326.4450,327.2200,1557146
2023-08-30 09:00:00,328.6700,329.8100,327.2400,329.4400,1825071
2023-08-29 15:00:00,327.2800,328.0200,326.8500,327.8300,932485
2023-08-29 14:00:00,327.3600,327.7600,327.1600,327.4550,652239
2023-08-29 13:00:00,327.8700,328.1900,327.6000,327.8230,435143
2023-08-29 12:00:00,328.0300,328.1350,327.2500,327.9600,842454
2023-08-29 11:00:00,327.2600,328.2300,327.1600,327.8190,799524
2023-08-29 10:00:00,323.0350,326.9400,323.0350,326.7500,2186574
2023-08-29 09:00:00,321.8800,323.6980,321.8800,323.0500,1914731
2023-08-28 15:00:00,322.6200,323.5500,322.2300,322.6850,844218
2023-08-28 14:00:00,322.2100,322.5900,321.8000,322.0350,589844
2023-08-28 13:00:00,324.0500,325.0000,323.8900,324.1300,606901
2023-08-28 12:00:00,322.8400,323.1500,322.4200,322.6400,494667
2023-08-28 11:00:00,323.0350,323.1500,322.3000,322.5700,603100
2023-08-28 10:00:00,323.3550,324.5600,322.9200,324.3200,926065
2023-08-28 09:00:00,325.6600,326.1500,322.3640,323.3500,1759692
2023-08-25 15:00:00,323.4000,324.2000,322.8200,323.7340,918096
2023-08-25 14:00:00,321.0900,323.3700,321.0000,323.1200,1090120
2023-08-25 13:00:00,320.9600,321.6200,320.4350,320.8100,557524
2023-08-25 12:00:00,319.5500,321.2100,319.4600,321.0900,789579
2023-08-25 11:00:00,319.2100,320.8900,318.8000,320.7810,1421770
2023-08-25 10:00:00,323.5100,325.3600,320.7900,321.5200,2043611
2023-08-25 09:00:00,321.4700,323.7300,321.3100,323.5700,1955675
2023-08-24 15:00:00,321.7300,321.9900,320.9700,321.2700,970361
2023-08-24 14:00:00,321.9400,322.6800,321.5000,321.6000,497903
2023-08-24 13:00:00,322.4500,322.8750,321.7050,321.8400,588888
2023-08-24 12:00:00,321.3800,322.6400,321.3200,322.0710,809048
2023-08-24 11:00:00,324.5100,324.5300,322.2400,322.6800,1270429
2023-08-24 10:00:00,329.4700,329.8650,324.8300,325.1400,1934383
2023-08-24 09:00:00,332.8500,332.9800,327.4200,329.4300,2955900
2023-08-23 15:00:00,327.3650,327.9700,327.2600,327.6050,836827
2023-08-23 14:00:00,328.9100,328.9100,327.6800,327.9800,762743
2023-08-23 13:00:00,328.0500,329.1900,327.9350,328.8200,649788
2023-08-23 12:00:00,328.0000,328.0800,327.5500,327.7380,539529
2023-08-23 11:00:00,328.1700,328.8200,327.5900,328.3700,954910
2023-08-23 10:00:00,326.2700,327.5000,325.8000,327.1100,1485344
2023-08-23 09:00:00,323.8200,326.4500,323.4600,326.2700,2365302
2023-08-22 15:00:00,323.0850,323.6000,322.2800,322.4600,651615
2023-08-22 14:00:00,323.2700,323.8200,322.8700,323.7300,503694
2023-08-22 13:00:00,323.2500,323.4400,322.4000,323.0500,577695
2023-08-22 12:00:00,323.9400,324.0500,322.6100,323.1650,755744
2023-08-22 11:00:00,324.9200,325.2000,323.9000,324.0200,766216
2023-08-22 10:00:00,324.2700,325.1250,323.3700,324.2900,1332935
2023-08-22 09:00:00,325.5000,326.0750,323.0800,324.2700,2428167
2023-08-21 15:00:00,322.3300,322.6600,322.0600,322.2150,1589004
2023-08-21 14:00:00,321.6700,322.2400,321.5400,321.7500,926674
2023-08-21 13:00:00,320.9200,322.0300,320.6700,321.5600,955648
2023-08-21 12:00:00,318.2800,319.9100,318.1000,319.8550,623027
