Time,Open,High,Low,Close,Volume
2023-08-30 15:00:00,95.1000,95.1750,94.9250,94.9500,247942
2023-08-30 14:00:00,94.9200,94.9380,94.6300,94.6950,444257
2023-08-30 13:00:00,95.1650,95.2100,95.0600,95.0800,234635
2023-08-30 12:00:00,95.2000,95.3500,95.1700,95.2750,304255
2023-08-30 11:00:00,95.3100,95.3400,95.1130,95.1700,263576
2023-08-30 10:00:00,95.1800,95.6000,94.6800,94.8200,719988
2023-08-30 09:00:00,95.4500,95.9200,95.1100,95.1800,893588
2023-08-29 15:00:00,95.2850,95.6150,95.1750,95.5600,535345
2023-08-29 14:00:00,95.1150,95.3100,95.0150,95.2350,353083
2023-08-29 13:00:00,95.0350,95.2400,94.9950,95.1930,356149
2023-08-29 12:00:00,94.7400,95.0620,94.7350,95.0000,421674
2023-08-29 11:00:00,94.6200,94.8700,94.5500,94.8050,342510
2023-08-29 10:00:00,94.0800,94.7100,94.0600,94.6250,567614
2023-08-29 09:00:00,93.7700,94.1950,93.5100,94.0600,522701
2023-08-28 15:00:00,93.5780,93.7500,93.5600,93.6800,233384
2023-08-28 14:00:00,93.3250,93.4600,93.2700,93.4600,263288
2023-08-28 13:00:00,93.8650,93.9600,93.7900,93.7900,258531
2023-08-28 12:00:00,93.5800,93.5800,93.4300,93.5100,158108
2023-08-28 11:00:00,93.6000,93.8200,93.5400,93.7200,195910
2023-08-28 10:00:00,93.8600,94.1100,93.6800,94.0500,393385
2023-08-28 09:00:00,93.8200,93.8800,93.4000,93.8230,657486
2023-08-25 15:00:00,93.0300,93.1850,92.9000,93.0800,469735
2023-08-25 14:00:00,92.7200,93.0300,92.6300,93.0250,324975
2023-08-25 13:00:00,92.6400,92.8350,92.4500,92.5550,256250
2023-08-25 12:00:00,92.1800,92.6900,92.1400,92.6900,377506
2023-08-25 11:00:00,91.4700,92.4400,91.4050,92.4300,893917
2023-08-25 10:00:00,92.5800,93.4100,92.3000,92.3600,1224964
2023-08-25 09:00:00,92.2500,92.6490,91.8600,92.5800,1044558
2023-08-24 15:00:00,92.9800,93.0420,92.7250,92.8500,533373
2023-08-24 14:00:00,93.1900,93.5150,93.1900,93.4080,380120
2023-08-24 13:00:00,93.4200,93.4700,93.0800,93.1500,266875
2023-08-24 12:00:00,92.8400,93.2900,92.7700,93.1500,559619
2023-08-24 11:00:00,93.1800,93.2600,92.9100,93.0500,741135
2023-08-24 10:00:00,94.2700,94.4700,93.7100,93.7200,800958
2023-08-24 09:00:00,96.5300,96.7800,94.0000,94.2700,2469592
2023-08-23 15:00:00,94.2850,94.6400,94.2200,94.5900,463270
2023-08-23 14:00:00,94.5550,94.5600,94.2600,94.2950,397222
2023-08-23 13:00:00,94.2200,94.5450,94.2000,94.4450,427340
2023-08-23 12:00:00,94.7650,94.7960,94.3750,94.4650,423783
2023-08-23 11:00:00,94.8700,95.0950,94.7700,94.9250,554392
2023-08-23 10:00:00,94.0300,94.5900,93.8450,94.5200,901300
2023-08-23 09:00:00,93.7900,94.1600,93.2400,94.0290,1225781
2023-08-22 15:00:00,92.1800,92.3400,92.0950,92.1050,303965
2023-08-22 14:00:00,92.0950,92.1700,91.9400,92.1700,252318
2023-08-22 13:00:00,92.0100,92.0900,91.8700,92.0650,272090
2023-08-22 12:00:00,92.2700,92.2750,91.9100,92.0400,400473
2023-08-22 11:00:00,92.8600,92.9050,92.5100,92.5700,274310
2023-08-22 10:00:00,92.6200,93.0000,92.4900,92.5100,498011
2023-08-22 09:00:00,93.3500,93.4900,92.5600,92.6400,1224814
2023-08-21 15:00:00,92.3300,92.8500,92.3250,92.7500,761674
2023-08-21 14:00:00,91.9700,92.0700,91.9200,91.9950,326126
2023-08-21 13:00:00,91.6250,91.9300,91.5950,91.8960,253943
2023-08-21 12:00:00,91.0900,91.5800,91.0900,91.5600,360682
