Time,Open,High,Low,Close,Volume
2023-08-30 15:00:00,44.4150,44.4760,44.4000,44.4750,269827
2023-08-30 14:00:00,44.3450,44.4200,44.3350,44.3790,260739
2023-08-30 13:00:00,44.4080,44.4400,44.3500,44.3570,214677
2023-08-30 12:00:00,44.2750,44.3900,44.2500,44.3450,318456
2023-08-30 11:00:00,44.2300,44.2700,44.2100,44.2600,286416
2023-08-30 10:00:00,44.3500,44.3900,44.2700,44.2800,294658
2023-08-30 09:00:00,44.3100,44.4050,44.2250,44.3550,711606
2023-08-29 15:00:00,44.1150,44.3300,44.0900,44.3050,900522
2023-08-29 14:00:00,43.9850,44.0000,43.9400,43.9880,549753
2023-08-29 13:00:00,43.9600,44.0400,43.9500,44.0200,270417
2023-08-29 12:00:00,43.7900,43.9400,43.7700,43.9200,308412
2023-08-29 11:00:00,43.6550,43.7300,43.6300,43.7200,463583
2023-08-29 10:00:00,43.9150,43.9500,43.8200,43.8600,589160
2023-08-29 09:00:00,44.0400,44.0950,43.9000,43.9100,655809
2023-08-28 15:00:00,43.9050,43.9750,43.8900,43.9650,390925
2023-08-28 14:00:00,43.9850,43.9890,43.8900,43.9060,178475
2023-08-28 13:00:00,43.9850,44.0200,43.9650,43.9950,209092
2023-08-28 12:00:00,43.9500,44.0000,43.9400,43.9670,145722
2023-08-28 11:00:00,43.9700,43.9700,43.8800,43.9250,258750
2023-08-28 10:00:00,44.0800,44.0870,43.9700,44.0150,398551
2023-08-28 09:00:00,43.7400,44.1000,43.7400,44.0750,646073
2023-08-25 15:00:00,43.7800,43.8200,43.7450,43.7950,426215
2023-08-25 14:00:00,43.7050,43.7580,43.6700,43.7450,260188
2023-08-25 13:00:00,43.6850,43.7400,43.6600,43.7000,302057
2023-08-25 12:00:00,43.6600,43.7750,43.6550,43.7550,245814
2023-08-25 11:00:00,43.5100,43.7100,43.4700,43.6950,381117
2023-08-25 10:00:00,43.6100,43.7000,43.4400,43.4800,443927
2023-08-25 09:00:00,43.6100,43.8800,43.5700,43.6150,732473
2023-08-24 15:00:00,43.3300,43.5270,43.3200,43.5200,681335
2023-08-24 14:00:00,43.2250,43.2800,43.1800,43.2250,348948
2023-08-24 13:00:00,43.1100,43.1750,43.0400,43.1400,363742
2023-08-24 12:00:00,43.2050,43.2500,43.1450,43.1600,201307
2023-08-24 11:00:00,43.3140,43.3600,43.2550,43.3500,329787
2023-08-24 10:00:00,43.3950,43.4100,43.2500,43.3550,377300
2023-08-24 09:00:00,43.0800,43.4200,42.9700,43.4000,680529
2023-08-23 15:00:00,42.9700,43.0700,42.9650,43.0510,574656
2023-08-23 14:00:00,42.9650,42.9700,42.9150,42.9550,232659
2023-08-23 13:00:00,42.9450,42.9680,42.9050,42.9230,243396
2023-08-23 12:00:00,42.8950,42.9450,42.8900,42.9240,257376
2023-08-23 11:00:00,42.8700,42.9100,42.8150,42.8770,215075
2023-08-23 10:00:00,42.8600,42.9200,42.8450,42.8800,328517
2023-08-23 09:00:00,42.9800,43.0550,42.8300,42.8500,598416
2023-08-22 15:00:00,42.8100,42.9000,42.8100,42.8750,427960
2023-08-22 14:00:00,42.7400,42.8000,42.7300,42.7550,288754
2023-08-22 13:00:00,42.7600,42.7850,42.7200,42.7650,290564
2023-08-22 12:00:00,42.7200,42.7800,42.7200,42.7700,189456
2023-08-22 11:00:00,42.8350,42.8400,42.7500,42.7550,592651
2023-08-22 10:00:00,42.8600,42.9700,42.8200,42.9300,388951
2023-08-22 09:00:00,42.7300,42.9300,42.7000,42.8750,547491
2023-08-21 15:00:00,42.7000,42.7700,42.6700,42.7500,298637
2023-08-21 14:00:00,42.6700,42.7270,42.6400,42.6500,266527
2023-08-21 13:00:00,42.6450,42.6800,42.6100,42.6550,202841
2023-08-21 12:00:00,42.5950,42.6600,42.5700,42.6300,295838
