date,a2c,ddpg,ppo,td3,sac
2023-04-26 11:00:00,1000000.0,,,,
2023-04-26 12:00:00,1004319.3290239999,,,,
2023-04-26 13:00:00,1015264.79945,,,,
2023-04-26 14:00:00,957155.1372210002,,,,
2023-04-26 15:00:00,1025315.0072250001,,,,
2023-04-27 09:00:00,1009331.6730570002,,,,
2023-04-27 10:00:00,1089433.154448,,,,
2023-04-27 11:00:00,1089987.788444,,,,
2023-04-27 12:00:00,1020259.1359640004,,,,
2023-04-27 13:00:00,1011232.269803,,,,
2023-04-27 14:00:00,916821.9238030001,,,,
2023-04-27 15:00:00,1088979.221508,,,,
2023-04-28 09:00:00,1106924.6385080002,,,,
2023-04-28 10:00:00,921531.470541,,,,
2023-04-28 11:00:00,993390.3707920002,,,,
2023-04-28 12:00:00,822437.7851940001,,,,
2023-04-28 13:00:00,948617.2101150001,,,,
2023-04-28 14:00:00,965898.159737,,,,
2023-04-28 15:00:00,1119829.100715,,,,
2023-05-01 09:00:00,929403.8386530002,,,,
2023-05-01 10:00:00,834840.8463350001,,,,
2023-05-01 11:00:00,950631.1973350001,,,,
2023-05-01 12:00:00,930473.2061950001,,,,
2023-05-01 13:00:00,1095044.6821950001,,,,
2023-05-01 14:00:00,1025094.7703720003,,,,
2023-05-01 15:00:00,1092292.1100150002,,,,
2023-05-02 09:00:00,1082383.2818310002,,,,
2023-05-02 10:00:00,1031068.6538310001,,,,
2023-05-02 11:00:00,975420.6072840001,,,,
2023-05-02 12:00:00,855846.0386010002,,,,
2023-05-02 13:00:00,1089753.4740660004,,,,
2023-05-02 14:00:00,1147123.8059460002,,,,
2023-05-02 15:00:00,793509.4370660002,,,,
2023-05-03 09:00:00,1057540.2784240004,,,,
2023-05-03 10:00:00,907039.0600890002,,,,
2023-05-03 11:00:00,1076294.8290890001,,,,
2023-05-03 12:00:00,1078920.560493,,,,
2023-05-03 13:00:00,1056563.6221470002,,,,
2023-05-03 14:00:00,1068259.7881470001,,,,
2023-05-03 15:00:00,1026969.4202630003,,,,
2023-05-04 09:00:00,924566.3196730001,,,,
2023-05-04 10:00:00,886319.1916730002,,,,
2023-05-04 11:00:00,1062665.5946730003,,,,
2023-05-04 12:00:00,980950.577433,,,,
2023-05-04 13:00:00,1070538.8230950003,,,,
2023-05-04 14:00:00,1067905.9817290003,,,,
2023-05-04 15:00:00,1045574.2082960001,,,,
2023-05-05 09:00:00,988654.7072960001,,,,
2023-05-05 10:00:00,812569.3832960001,,,,
2023-05-05 11:00:00,1091851.024801,,,,
2023-05-05 12:00:00,1159706.208944,,,,
2023-05-05 13:00:00,772729.9854590001,,,,
2023-05-05 14:00:00,1075816.1204589999,,,,
2023-05-05 15:00:00,909613.8372260003,,,,
2023-05-08 09:00:00,1101831.8732260002,,,,
2023-05-08 10:00:00,1101985.433226,,,,
2023-05-08 11:00:00,1078790.620226,,,,
2023-05-08 12:00:00,1011276.808226,,,,
