,date,account value,agent
168,2023-05-31 11:00:00,6503313.82791,ppo
169,2023-05-31 12:00:00,5203896.664764999,ppo
170,2023-05-31 13:00:00,4730993.692578001,ppo
171,2023-05-31 14:00:00,4123584.152226001,ppo
172,2023-05-31 15:00:00,4115649.019907,ppo
173,2023-06-01 09:00:00,5330421.821406,ppo
174,2023-06-01 10:00:00,4829539.771528,ppo
175,2023-06-01 11:00:00,4462706.663405001,ppo
176,2023-06-01 12:00:00,4480561.915394001,ppo
177,2023-06-01 13:00:00,5180814.892388999,ppo
178,2023-06-01 14:00:00,5519463.739099001,ppo
179,2023-06-01 15:00:00,5061619.780743001,ppo
180,2023-06-02 09:00:00,4572458.1864950005,ppo
181,2023-06-02 10:00:00,4446016.82427,ppo
182,2023-06-02 11:00:00,5531836.386270001,ppo
183,2023-06-02 12:00:00,7047835.686260001,ppo
184,2023-06-02 13:00:00,5375744.891812,ppo
185,2023-06-02 14:00:00,4658997.011593,ppo
186,2023-06-02 15:00:00,6341503.498286,ppo
187,2023-06-05 09:00:00,4106657.2282640007,ppo
188,2023-06-05 10:00:00,5240641.355325,ppo
189,2023-06-05 11:00:00,5670537.013219001,ppo
190,2023-06-05 12:00:00,5275922.974967001,ppo
191,2023-06-05 13:00:00,4635860.511405,ppo
192,2023-06-05 14:00:00,4631887.362907,ppo
193,2023-06-05 15:00:00,5882654.978769002,ppo
194,2023-06-06 09:00:00,5234456.587173001,ppo
195,2023-06-06 10:00:00,6294970.361667999,ppo
196,2023-06-06 11:00:00,6820398.191146,ppo
197,2023-06-06 12:00:00,7187542.647113002,ppo
198,2023-06-06 13:00:00,4890576.042192,ppo
199,2023-06-06 14:00:00,4651165.271465002,ppo
200,2023-06-06 15:00:00,4983541.0300980015,ppo
201,2023-06-07 09:00:00,5065532.125446,ppo
202,2023-06-07 10:00:00,6457372.430031,ppo
203,2023-06-07 11:00:00,5072903.052138,ppo
204,2023-06-07 12:00:00,4600799.789416,ppo
205,2023-06-07 13:00:00,4691305.2901800005,ppo
206,2023-06-07 14:00:00,4700142.096016001,ppo
207,2023-06-07 15:00:00,6192292.051131,ppo
208,2023-06-08 09:00:00,4741745.699424,ppo
209,2023-06-08 10:00:00,5691278.998152,ppo
210,2023-06-08 11:00:00,5125696.086663001,ppo
211,2023-06-08 12:00:00,5225945.020774001,ppo
212,2023-06-08 13:00:00,6666563.444538999,ppo
213,2023-06-08 14:00:00,5948994.945349001,ppo
214,2023-06-08 15:00:00,4721061.758497002,ppo
215,2023-06-09 09:00:00,4869759.321311001,ppo
216,2023-06-09 10:00:00,4883893.221035,ppo
217,2023-06-09 11:00:00,6579222.883638999,ppo
218,2023-06-09 12:00:00,5943845.911971,ppo
219,2023-06-09 13:00:00,6268046.835472001,ppo
220,2023-06-09 14:00:00,6198567.958134,ppo
221,2023-06-09 15:00:00,6244599.278337999,ppo
222,2023-06-12 09:00:00,5188209.1517320005,ppo
223,2023-06-12 10:00:00,5189296.4359180005,ppo
224,2023-06-12 11:00:00,6334610.677282001,ppo
225,2023-06-12 12:00:00,6284136.944071,ppo
226,2023-06-12 13:00:00,6341609.333982001,ppo
227,2023-06-12 14:00:00,5259397.367569,ppo
228,2023-06-12 15:00:00,5228692.876177001,ppo
229,2023-06-13 09:00:00,6199781.337767001,ppo
230,2023-06-13 10:00:00,5521306.568056,ppo
231,2023-06-13 11:00:00,5583350.037308002,ppo
232,2023-06-13 12:00:00,7408797.36646,ppo
233,2023-06-13 13:00:00,6746077.509413,ppo
234,2023-06-13 14:00:00,6506224.231564,ppo
235,2023-06-13 15:00:00,6524072.900723001,ppo
236,2023-06-14 09:00:00,6577274.548332,ppo
237,2023-06-14 10:00:00,5513124.646249001,ppo
238,2023-06-14 11:00:00,6546621.030550001,ppo
239,2023-06-14 12:00:00,6342974.273742001,ppo
240,2023-06-14 13:00:00,5399177.297622,ppo
241,2023-06-14 14:00:00,5371344.903537,ppo
242,2023-06-14 15:00:00,7259678.842564001,ppo
243,2023-06-15 09:00:00,6079572.279894002,ppo
244,2023-06-15 10:00:00,5303163.406344001,ppo
245,2023-06-15 11:00:00,5469232.346917999,ppo
246,2023-06-15 12:00:00,5477650.065576001,ppo
247,2023-06-15 13:00:00,7468588.747034,ppo
248,2023-06-15 14:00:00,6817544.097859999,ppo
249,2023-06-15 15:00:00,6627923.70263,ppo
250,2023-06-16 09:00:00,5938206.577534,ppo
251,2023-06-16 10:00:00,5916643.67759,ppo
252,2023-06-16 11:00:00,7915631.746304001,ppo
253,2023-06-16 12:00:00,6963080.004096001,ppo
254,2023-06-16 13:00:00,6655656.812690001,ppo
255,2023-06-16 14:00:00,5685147.497057002,ppo
256,2023-06-16 15:00:00,5668167.898781001,ppo
257,2023-06-20 09:00:00,7774235.970791,ppo
258,2023-06-20 10:00:00,6335539.0171610005,ppo
259,2023-06-20 11:00:00,7492017.067658002,ppo
260,2023-06-20 12:00:00,6998531.165787001,ppo
261,2023-06-20 13:00:00,8999762.084808001,ppo
262,2023-06-20 14:00:00,8207087.170686999,ppo
263,2023-06-20 15:00:00,7352208.713389002,ppo
264,2023-06-21 09:00:00,7238888.355959001,ppo
265,2023-06-21 10:00:00,7151605.819499001,ppo
266,2023-06-21 11:00:00,7059140.295377001,ppo
267,2023-06-21 12:00:00,5929574.478836001,ppo
268,2023-06-21 13:00:00,7225048.629487001,ppo
269,2023-06-21 14:00:00,5515895.062964001,ppo
270,2023-06-21 15:00:00,5623665.379134,ppo
271,2023-06-22 09:00:00,7955570.309932002,ppo
272,2023-06-22 10:00:00,7180072.305967,ppo
273,2023-06-22 11:00:00,6003404.723181,ppo
274,2023-06-22 12:00:00,8226803.435295001,ppo
275,2023-06-22 13:00:00,7945288.759764001,ppo
276,2023-06-22 14:00:00,8851499.753186999,ppo
277,2023-06-22 15:00:00,7586203.019680002,ppo
278,2023-06-23 09:00:00,5934345.725829,ppo
279,2023-06-23 10:00:00,5455662.196421,ppo
280,2023-06-23 11:00:00,8014468.851212,ppo
281,2023-06-23 12:00:00,7226746.378359,ppo
282,2023-06-23 13:00:00,6898752.271660001,ppo
283,2023-06-23 14:00:00,7400661.236116001,ppo
284,2023-06-23 15:00:00,7244509.806706002,ppo
285,2023-06-26 09:00:00,6999192.625446,ppo
286,2023-06-26 10:00:00,5936351.1205980005,ppo
287,2023-06-26 11:00:00,6088540.279654001,ppo
288,2023-06-26 12:00:00,5896374.20524,ppo
289,2023-06-26 13:00:00,7596956.334735,ppo
290,2023-06-26 14:00:00,10117317.888086995,ppo
291,2023-06-26 15:00:00,5854123.241345,ppo
292,2023-06-27 09:00:00,5899061.504631001,ppo
293,2023-06-27 10:00:00,7187365.174385998,ppo
294,2023-06-27 11:00:00,7165282.619787002,ppo
295,2023-06-27 12:00:00,6033458.937507999,ppo
296,2023-06-27 13:00:00,5956196.787839002,ppo
297,2023-06-27 14:00:00,6067968.284286999,ppo
298,2023-06-27 15:00:00,6069392.058955003,ppo
299,2023-06-28 09:00:00,8798396.719033001,ppo
300,2023-06-28 10:00:00,7719946.1506940015,ppo
301,2023-06-28 11:00:00,6601706.932383001,ppo
302,2023-06-28 12:00:00,6140969.914430001,ppo
303,2023-06-28 13:00:00,7864870.366782001,ppo
304,2023-06-28 14:00:00,10807910.625997998,ppo
305,2023-06-28 15:00:00,8504738.464060001,ppo
306,2023-06-29 09:00:00,8349818.682144001,ppo
307,2023-06-29 10:00:00,8097075.461052,ppo
308,2023-06-29 11:00:00,8006681.326512,ppo
309,2023-06-29 12:00:00,6585973.575993001,ppo
310,2023-06-29 13:00:00,8086169.790881002,ppo
311,2023-06-29 14:00:00,7745223.816895001,ppo
312,2023-06-29 15:00:00,6414810.335775002,ppo
313,2023-06-30 09:00:00,6478857.909105999,ppo
314,2023-06-30 10:00:00,9411207.438142002,ppo
315,2023-06-30 11:00:00,7328480.9036070015,ppo
316,2023-06-30 12:00:00,8674685.566887002,ppo
317,2023-06-30 13:00:00,8184043.846187999,ppo
318,2023-06-30 14:00:00,10684164.632196002,ppo
319,2023-06-30 15:00:00,9667554.748390002,ppo
320,2023-07-03 09:00:00,8850055.848811002,ppo
321,2023-07-03 10:00:00,8640147.554094002,ppo
322,2023-07-03 11:00:00,8721249.778778002,ppo
323,2023-07-03 12:00:00,8582482.646665001,ppo
324,2023-07-03 13:00:00,6872605.870288001,ppo
325,2023-07-03 14:00:00,8850978.114456002,ppo
326,2023-07-03 15:00:00,6444825.902109002,ppo
327,2023-07-05 09:00:00,6565925.2826965,ppo
328,2023-07-05 10:00:00,9887930.5177155,ppo
329,2023-07-05 11:00:00,8415637.248483501,ppo
330,2023-07-05 12:00:00,8737946.509926504,ppo
331,2023-07-05 13:00:00,8820661.0121825,ppo
332,2023-07-05 14:00:00,8473606.0372575,ppo
333,2023-07-05 15:00:00,6865516.919351501,ppo
334,2023-07-06 09:00:00,6703142.099804501,ppo
335,2023-07-06 10:00:00,6765763.4997425005,ppo
336,2023-07-06 11:00:00,6751402.059761501,ppo
337,2023-07-06 12:00:00,10113241.791256502,ppo
338,2023-07-06 13:00:00,8825124.338212501,ppo
339,2023-07-06 14:00:00,7210627.1413205,ppo
340,2023-07-06 15:00:00,6875545.363136501,ppo
341,2023-07-07 09:00:00,8950906.783437498,ppo
342,2023-07-07 10:00:00,12416196.3195105,ppo
343,2023-07-07 11:00:00,10268993.4447225,ppo
344,2023-07-07 12:00:00,8795324.711543502,ppo
345,2023-07-07 13:00:00,7124330.439173502,ppo
346,2023-07-07 14:00:00,7114933.088668501,ppo
347,2023-07-07 15:00:00,10396903.592882505,ppo
348,2023-07-10 09:00:00,9086195.667942502,ppo
349,2023-07-10 10:00:00,7036211.482077502,ppo
350,2023-07-10 11:00:00,8843123.762742503,ppo
351,2023-07-10 12:00:00,8731397.4390485,ppo
352,2023-07-10 13:00:00,7209014.848185501,ppo
353,2023-07-10 14:00:00,7025878.1389955,ppo
354,2023-07-10 15:00:00,7224087.222349502,ppo
355,2023-07-11 09:00:00,7242825.744967502,ppo
356,2023-07-11 10:00:00,10711133.5079555,ppo
357,2023-07-11 11:00:00,9355362.1121025,ppo
358,2023-07-11 12:00:00,7833822.977508501,ppo
359,2023-07-11 13:00:00,7346204.740131502,ppo
360,2023-07-11 14:00:00,9600122.3927195,ppo
361,2023-07-11 15:00:00,13257658.812868502,ppo
362,2023-07-12 09:00:00,11088442.589465505,ppo
363,2023-07-12 10:00:00,9368742.8422325,ppo
364,2023-07-12 11:00:00,7646581.443804502,ppo
365,2023-07-12 12:00:00,7626597.287740501,ppo
366,2023-07-12 13:00:00,11260961.5023215,ppo
367,2023-07-12 14:00:00,9903572.6146055,ppo
368,2023-07-12 15:00:00,8310033.985635503,ppo
369,2023-07-13 09:00:00,8369247.430965503,ppo
370,2023-07-13 10:00:00,10114137.564834502,ppo
371,2023-07-13 11:00:00,11609485.3650085,ppo
372,2023-07-13 12:00:00,10189357.563660502,ppo
373,2023-07-13 13:00:00,8470557.107527502,ppo
374,2023-07-13 14:00:00,8002501.030948502,ppo
375,2023-07-13 15:00:00,10312626.2162415,ppo
376,2023-07-14 09:00:00,14202502.414324502,ppo
377,2023-07-14 10:00:00,11208264.077463502,ppo
378,2023-07-14 11:00:00,8526731.3209355,ppo
379,2023-07-14 12:00:00,11505514.217150502,ppo
380,2023-07-14 13:00:00,7593731.920361501,ppo
381,2023-07-14 14:00:00,10260033.945811504,ppo
382,2023-07-14 15:00:00,11750971.7185875,ppo
383,2023-07-17 09:00:00,10072929.2403155,ppo
384,2023-07-17 10:00:00,8107005.4865575,ppo
385,2023-07-17 11:00:00,8100452.289463502,ppo
386,2023-07-17 12:00:00,12118121.884322502,ppo
387,2023-07-17 13:00:00,10543620.7685205,ppo
388,2023-07-17 14:00:00,8731068.266339503,ppo
389,2023-07-17 15:00:00,8810956.6079945,ppo
390,2023-07-18 09:00:00,10809490.932423502,ppo
391,2023-07-18 10:00:00,12417213.9476035,ppo
392,2023-07-18 11:00:00,10172644.984475505,ppo
393,2023-07-18 12:00:00,8096696.969242503,ppo
394,2023-07-18 13:00:00,8319367.124465502,ppo
395,2023-07-18 14:00:00,8353875.861099502,ppo
396,2023-07-18 15:00:00,12567712.1776005,ppo
397,2023-07-19 09:00:00,12123339.4690645,ppo
398,2023-07-19 10:00:00,11312679.765263502,ppo
399,2023-07-19 11:00:00,11105695.332016503,ppo
400,2023-07-19 12:00:00,10661986.9046845,ppo
401,2023-07-19 13:00:00,8601000.759149503,ppo
402,2023-07-19 14:00:00,8373703.152084503,ppo
403,2023-07-19 15:00:00,8654030.741813501,ppo
404,2023-07-20 09:00:00,8572770.9139495,ppo
405,2023-07-20 10:00:00,12710991.122340502,ppo
406,2023-07-20 11:00:00,10976646.870981503,ppo
407,2023-07-20 12:00:00,9989930.9292435,ppo
408,2023-07-20 13:00:00,11517552.676967502,ppo
409,2023-07-20 14:00:00,11089447.868546505,ppo
410,2023-07-20 15:00:00,10849466.946179504,ppo
411,2023-07-21 09:00:00,9058606.3812435,ppo
412,2023-07-21 10:00:00,11121761.4302795,ppo
413,2023-07-21 11:00:00,8550359.867317501,ppo
414,2023-07-21 12:00:00,8545230.572302502,ppo
415,2023-07-21 13:00:00,12958980.1964955,ppo
416,2023-07-21 14:00:00,10888923.821397502,ppo
417,2023-07-21 15:00:00,11021628.5356655,ppo
418,2023-07-24 09:00:00,11778040.5960965,ppo
419,2023-07-24 10:00:00,11310275.336049505,ppo
420,2023-07-24 11:00:00,10856754.722426498,ppo
421,2023-07-24 12:00:00,11876293.1090025,ppo
422,2023-07-24 13:00:00,11887442.579058502,ppo
423,2023-07-24 14:00:00,11384159.3310185,ppo
424,2023-07-24 15:00:00,9073534.527916504,ppo
425,2023-07-25 09:00:00,13395463.1303655,ppo
426,2023-07-25 10:00:00,9450434.940655503,ppo
427,2023-07-25 11:00:00,12010451.069560502,ppo
428,2023-07-25 12:00:00,11664656.5680545,ppo
429,2023-07-25 13:00:00,11209881.442627504,ppo
430,2023-07-25 14:00:00,9335139.9223565,ppo
431,2023-07-25 15:00:00,9115636.662487503,ppo
432,2023-07-26 09:00:00,9338300.146610502,ppo
433,2023-07-26 10:00:00,9329836.213393502,ppo
434,2023-07-26 11:00:00,13617657.174259502,ppo
435,2023-07-26 12:00:00,11687785.006824505,ppo
436,2023-07-26 13:00:00,9700762.610511502,ppo
437,2023-07-26 14:00:00,9395203.061618503,ppo
438,2023-07-26 15:00:00,12631404.462277502,ppo
439,2023-07-27 09:00:00,16691640.858007504,ppo
440,2023-07-27 10:00:00,13946984.3730225,ppo
441,2023-07-27 11:00:00,11495776.979506502,ppo
442,2023-07-27 12:00:00,9682599.002505504,ppo
443,2023-07-27 13:00:00,9630887.221405504,ppo
444,2023-07-27 14:00:00,13976918.755606504,ppo
445,2023-07-27 15:00:00,11913708.824095504,ppo
446,2023-07-28 09:00:00,10140064.5844465,ppo
447,2023-07-28 10:00:00,10344547.8449255,ppo
448,2023-07-28 11:00:00,12317371.459173504,ppo
449,2023-07-28 12:00:00,14462712.057147505,ppo
450,2023-07-28 13:00:00,12450424.483390504,ppo
451,2023-07-28 14:00:00,10268168.738068504,ppo
452,2023-07-28 15:00:00,9930892.518719504,ppo
453,2023-07-31 09:00:00,13329241.4136205,ppo
454,2023-07-31 10:00:00,17425723.001899507,ppo
455,2023-07-31 11:00:00,13759822.262113502,ppo
456,2023-07-31 12:00:00,10362916.038121505,ppo
457,2023-07-31 13:00:00,14250755.682385502,ppo
458,2023-07-31 14:00:00,9307439.264158502,ppo
459,2023-07-31 15:00:00,12788543.803641504,ppo
460,2023-08-01 09:00:00,14301415.116307506,ppo
461,2023-08-01 10:00:00,11886988.551406505,ppo
462,2023-08-01 11:00:00,10086951.061594505,ppo
463,2023-08-01 12:00:00,10083938.697202502,ppo
464,2023-08-01 13:00:00,14602145.212838504,ppo
465,2023-08-01 14:00:00,13120022.454935502,ppo
466,2023-08-01 15:00:00,10000042.104403503,ppo
467,2023-08-02 09:00:00,12083696.157516504,ppo
468,2023-08-02 10:00:00,11810118.412428504,ppo
469,2023-08-02 11:00:00,9919510.341121504,ppo
470,2023-08-02 12:00:00,9600388.3074335,ppo
471,2023-08-02 13:00:00,9905844.158031505,ppo
472,2023-08-02 14:00:00,9906287.179765502,ppo
473,2023-08-02 15:00:00,14450607.5102195,ppo
474,2023-08-03 09:00:00,12495516.0158385,ppo
475,2023-08-03 10:00:00,10405235.187924504,ppo
476,2023-08-03 11:00:00,10043243.4818495,ppo
477,2023-08-03 12:00:00,13663447.4038245,ppo
478,2023-08-03 13:00:00,18069213.9560085,ppo
479,2023-08-03 14:00:00,14669010.885361502,ppo
480,2023-08-03 15:00:00,12139500.387983505,ppo
481,2023-08-04 09:00:00,10175218.859433504,ppo
482,2023-08-04 10:00:00,10204127.138354504,ppo
483,2023-08-04 11:00:00,14819090.136804506,ppo
484,2023-08-04 12:00:00,12956647.830457505,ppo
485,2023-08-04 13:00:00,10813321.977117505,ppo
486,2023-08-04 14:00:00,10873887.521317502,ppo
487,2023-08-04 15:00:00,13060489.318174506,ppo
488,2023-08-07 09:00:00,14740877.039969504,ppo
489,2023-08-07 10:00:00,12976906.854120502,ppo
490,2023-08-07 11:00:00,10820110.082931502,ppo
491,2023-08-07 12:00:00,10453371.238964502,ppo
492,2023-08-07 13:00:00,14153622.373217504,ppo
493,2023-08-07 14:00:00,18547688.191668503,ppo
494,2023-08-07 15:00:00,14269933.7549445,ppo
495,2023-08-08 09:00:00,10834592.3418425,ppo
496,2023-08-08 10:00:00,10361455.6559425,ppo
497,2023-08-08 11:00:00,13975677.206788504,ppo
498,2023-08-08 12:00:00,18530945.5624005,ppo
499,2023-08-08 13:00:00,10208665.835304504,ppo
500,2023-08-08 14:00:00,10247524.415301502,ppo
501,2023-08-08 15:00:00,10493176.058527503,ppo
502,2023-08-09 09:00:00,10505763.722184503,ppo
503,2023-08-09 10:00:00,15102389.8034285,ppo
504,2023-08-09 11:00:00,12706924.5687265,ppo
505,2023-08-09 12:00:00,14307365.134263506,ppo
506,2023-08-09 13:00:00,13583962.887829505,ppo
507,2023-08-09 14:00:00,13329556.4428705,ppo
508,2023-08-09 15:00:00,11393892.373936506,ppo
509,2023-08-10 09:00:00,13822916.231879504,ppo
510,2023-08-10 10:00:00,13114439.9159695,ppo
511,2023-08-10 11:00:00,10983391.557119502,ppo
512,2023-08-10 12:00:00,10948716.5638975,ppo
513,2023-08-10 13:00:00,15484614.3839035,ppo
514,2023-08-10 14:00:00,12579548.6944835,ppo
515,2023-08-10 15:00:00,10717271.491169505,ppo
516,2023-08-11 09:00:00,10820802.7177685,ppo
517,2023-08-11 10:00:00,10879054.810629504,ppo
518,2023-08-11 11:00:00,15497731.627272503,ppo
