date,a2c,ddpg,ppo,td3,sac
2023-04-26 11:00:00,,,,1000000.0,
2023-04-26 12:00:00,,,,1003009.8375000001,
2023-04-26 13:00:00,,,,1015842.8056000003,
2023-04-26 14:00:00,,,,990636.2258000004,
2023-04-26 15:00:00,,,,1021200.5457250004,
2023-04-27 09:00:00,,,,755744.4168120004,
2023-04-27 10:00:00,,,,971290.3475640005,
2023-04-27 11:00:00,,,,971011.5925640004,
2023-04-27 12:00:00,,,,1005728.8655640004,
2023-04-27 13:00:00,,,,1031312.0865640005,
2023-04-27 14:00:00,,,,938378.4995640005,
2023-04-27 15:00:00,,,,978572.0805640004,
2023-04-28 09:00:00,,,,1011690.5055640005,
2023-04-28 10:00:00,,,,1041101.0995640004,
2023-04-28 11:00:00,,,,1027535.1295640003,
2023-04-28 12:00:00,,,,838805.4535640004,
2023-04-28 13:00:00,,,,946146.1575640005,
2023-04-28 14:00:00,,,,954546.3765640004,
2023-04-28 15:00:00,,,,971972.5935640004,
2023-05-01 09:00:00,,,,992242.9145640003,
2023-05-01 10:00:00,,,,840917.8105640004,
2023-05-01 11:00:00,,,,861937.2435640005,
2023-05-01 12:00:00,,,,876259.3035640004,
2023-05-01 13:00:00,,,,993116.1015640005,
2023-05-01 14:00:00,,,,774532.9965640004,
2023-05-01 15:00:00,,,,991023.3615640005,
2023-05-02 09:00:00,,,,985932.6135640003,
2023-05-02 10:00:00,,,,1012298.6535640005,
2023-05-02 11:00:00,,,,969460.2175640004,
2023-05-02 12:00:00,,,,933880.3255640004,
2023-05-02 13:00:00,,,,977633.7985640004,
2023-05-02 14:00:00,,,,1000737.0185640004,
2023-05-02 15:00:00,,,,914304.9325640005,
2023-05-03 09:00:00,,,,1006094.0015640004,
2023-05-03 10:00:00,,,,862145.5785640004,
2023-05-03 11:00:00,,,,977083.8675640004,
2023-05-03 12:00:00,,,,979557.2365640004,
2023-05-03 13:00:00,,,,1005659.1765640004,
2023-05-03 14:00:00,,,,1052462.2205640003,
2023-05-03 15:00:00,,,,750945.5365640004,
2023-05-04 09:00:00,,,,843817.8345640005,
2023-05-04 10:00:00,,,,847171.6145640004,
2023-05-04 11:00:00,,,,961304.5675640003,
2023-05-04 12:00:00,,,,751587.6275640004,
2023-05-04 13:00:00,,,,966630.8235640004,
2023-05-04 14:00:00,,,,963682.7115640005,
2023-05-04 15:00:00,,,,991456.4275640005,
2023-05-05 09:00:00,,,,970485.3855640005,
2023-05-05 10:00:00,,,,933704.0325640005,
2023-05-05 11:00:00,,,,978492.9875640005,
2023-05-05 12:00:00,,,,1003607.1785640004,
2023-05-05 13:00:00,,,,913272.7915640005,
2023-05-05 14:00:00,,,,1006869.1195640004,
2023-05-05 15:00:00,,,,865372.7235640005,
2023-05-08 09:00:00,,,,984029.6975640005,
2023-05-08 10:00:00,,,,983494.7505640005,
2023-05-08 11:00:00,,,,1007489.2665640005,
2023-05-08 12:00:00,,,,979459.6705640004,
2023-05-08 13:00:00,,,,945149.4475640005,
2023-05-08 14:00:00,,,,888067.4205640005,
2023-05-08 15:00:00,,,,967620.8215640003,
2023-05-09 09:00:00,,,,975484.1085640005,
2023-05-09 10:00:00,,,,907546.5815640006,
2023-05-09 11:00:00,,,,940539.0485640005,
2023-05-09 12:00:00,,,,982277.3495640004,
2023-05-09 13:00:00,,,,1011654.2925640004,
2023-05-09 14:00:00,,,,916056.1675640004,
2023-05-09 15:00:00,,,,1029071.9335640004,
2023-05-10 09:00:00,,,,971196.8295640006,
2023-05-10 10:00:00,,,,708904.6445640004,
2023-05-10 11:00:00,,,,905258.5625640004,
2023-05-10 12:00:00,,,,1124625.8125640005,
2023-05-10 13:00:00,,,,1005098.9675640004,
2023-05-10 14:00:00,,,,860095.7295640004,
2023-05-10 15:00:00,,,,981883.8965640004,
2023-05-11 09:00:00,,,,975018.0575640004,
2023-05-11 10:00:00,,,,1011114.5555640005,
2023-05-11 11:00:00,,,,1044058.4065640004,
2023-05-11 12:00:00,,,,970198.1695640004,
2023-05-11 13:00:00,,,,712771.2255640003,
2023-05-11 14:00:00,,,,973893.2855640005,
2023-05-11 15:00:00,,,,976636.8215640003,
2023-05-12 09:00:00,,,,1095484.8525640003,
2023-05-12 10:00:00,,,,762579.1675640004,
2023-05-12 11:00:00,,,,976299.5865640005,
2023-05-12 12:00:00,,,,973780.2845640004,
2023-05-12 13:00:00,,,,1007042.3295640004,
2023-05-12 14:00:00,,,,970144.4765640004,
2023-05-12 15:00:00,,,,842220.3875640004,
2023-05-15 09:00:00,,,,850255.8775640004,
2023-05-15 10:00:00,,,,859448.3555640003,
2023-05-15 11:00:00,,,,978768.1325640004,
2023-05-15 12:00:00,,,,763859.0045640004,
2023-05-15 13:00:00,,,,979823.0875640004,
2023-05-15 14:00:00,,,,980134.8675640003,
2023-05-15 15:00:00,,,,1017561.5505640004,
2023-05-16 09:00:00,,,,973690.5345640004,
2023-05-16 10:00:00,,,,765525.9115640004,
2023-05-16 11:00:00,,,,850003.3585640003,
2023-05-16 12:00:00,,,,938883.8585640003,
2023-05-16 13:00:00,,,,947258.3585640003,
2023-05-16 14:00:00,,,,965434.9075640002,
2023-05-16 15:00:00,,,,947908.8735640004,
2023-05-17 09:00:00,,,,934702.0235640006,
2023-05-17 10:00:00,,,,980160.6575640003,
2023-05-17 11:00:00,,,,1023895.1655640006,
2023-05-17 12:00:00,,,,858975.2515640004,
2023-05-17 13:00:00,,,,956891.4835640005,
2023-05-17 14:00:00,,,,861876.0595640005,
2023-05-17 15:00:00,,,,861865.9955640004,
2023-05-18 09:00:00,,,,869628.4905640006,
2023-05-18 10:00:00,,,,872065.8825640004,
2023-05-18 11:00:00,,,,819644.8555640003,
2023-05-18 12:00:00,,,,981954.4365640006,
2023-05-18 13:00:00,,,,990502.2715640005,
2023-05-18 14:00:00,,,,1039772.6655640005,
2023-05-18 15:00:00,,,,1005779.4555640005,
2023-05-19 09:00:00,,,,876200.6545640005,
2023-05-19 10:00:00,,,,950816.0315640005,
2023-05-19 11:00:00,,,,955881.7775640003,
2023-05-19 12:00:00,,,,980580.6005640004,
2023-05-19 13:00:00,,,,862598.5645640005,
2023-05-19 14:00:00,,,,870533.4945640005,
2023-05-19 15:00:00,,,,993867.7085640006,
2023-05-22 09:00:00,,,,995905.8945640005,
2023-05-22 10:00:00,,,,1044381.3475640004,
2023-05-22 11:00:00,,,,860013.5785640004,
2023-05-22 12:00:00,,,,775713.9955640004,
2023-05-22 13:00:00,,,,995065.7265640005,
2023-05-22 14:00:00,,,,996461.1875640005,
2023-05-22 15:00:00,,,,1041505.7445640005,
2023-05-23 09:00:00,,,,907225.1005640007,
2023-05-23 10:00:00,,,,866655.8495640005,
2023-05-23 11:00:00,,,,976487.2505640003,
2023-05-23 12:00:00,,,,1048833.3445640004,
2023-05-23 13:00:00,,,,934733.6115640004,
2023-05-23 14:00:00,,,,928207.6305640003,
2023-05-23 15:00:00,,,,860337.6985640004,
2023-05-24 09:00:00,,,,971355.9525640005,
2023-05-24 10:00:00,,,,970925.7025640005,
2023-05-24 11:00:00,,,,1020524.2905640005,
