time/time_elapsed,time/iterations,time/fps,train/reward,time/total_timesteps,train/std,train/clip_fraction,train/learning_rate,train/n_updates,train/clip_range,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/value_loss,train/loss
75,14,382,-68.08031,28672,1.0217115879058838,0.118896484375,0.00025,130,0.2,-0.044828497938578946,-43.21458013057709,0.105862557888031,0.012277599,3182.4940505981444,1585.662353515625
80,15,382,18.220322,30720,1.0222450494766235,0.059326171875,0.00025,140,0.2,-0.03142831464356277,-43.21787552833557,0.10611701011657715,0.008635624,7686.709344482422,3662.43505859375
85,16,382,0.67715514,32768,1.0228742361068726,0.070068359375,0.00025,150,0.2,-0.02734597073867917,-43.236532878875735,0.15557372570037842,0.009450835,7364.35534362793,3878.682861328125
91,17,382,45.08112,34816,1.0246936082839966,0.073681640625,0.00025,160,0.2,-0.03179321297211572,-43.27037167549133,-0.0072869062423706055,0.009974552,7907.451336669922,4754.2021484375
96,18,382,232.89552,36864,1.025634527206421,0.076708984375,0.00025,170,0.2,-0.03259998591383919,-43.3135468006134,0.06767356395721436,0.00983128,9664.348254394532,5030.27880859375
101,19,382,79.96791,38912,1.0270313024520874,0.129736328125,0.00025,180,0.2,-0.042794616558239795,-43.34623222351074,0.03996759653091431,0.013617682,6044.614363098144,3521.36328125
107,20,382,154.66803,40960,1.0281838178634644,0.098974609375,0.00025,190,0.2,-0.028693947612191552,-43.382693791389464,0.08173143863677979,0.01081863,14624.205703735352,7278.82470703125
112,21,382,11.68955,43008,1.0290671586990356,0.095556640625,0.00025,200,0.2,-0.019012657977873458,-43.41257221698761,0.07820457220077515,0.009688051,29648.289752197266,18385.853515625
117,22,382,11.55279,45056,1.0298413038253784,0.069091796875,0.00025,210,0.2,-0.026316070219763787,-43.436345911026,0.08085519075393677,0.008536407,25888.827990722657,13393.2373046875
123,23,381,195.13994,47104,1.0299768447875977,0.078662109375,0.00025,220,0.2,-0.02550770303059835,-43.44937686920166,0.1124982237815857,0.009464519,24073.437097167967,11975.5068359375
128,24,382,-29.18993,49152,1.031389594078064,0.112353515625,0.00025,230,0.2,-0.03907540543877985,-43.47278130054474,0.10173475742340088,0.012244239,8652.019079589843,3881.033935546875
134,25,381,109.14952,51200,1.0328525304794312,0.098876953125,0.00025,240,0.2,-0.04265771104255691,-43.51151082515717,0.152229905128479,0.011189925,8987.560275268555,5301.06005859375
139,26,381,12.647084,53248,1.033854365348816,0.0658203125,0.00025,250,0.2,-0.03562906524166465,-43.54910373687744,0.12617790699005127,0.009630935,15348.216116333007,6594.04345703125
144,27,381,107.08814,55296,1.0344867706298828,0.09404296875,0.00025,260,0.2,-0.03831973547057714,-43.572465205192564,0.16042989492416382,0.011511771,12221.86092224121,5231.68408203125
150,28,381,35.068756,57344,1.0350332260131836,0.090087890625,0.00025,270,0.2,-0.039610357668425425,-43.5910462141037,0.20472270250320435,0.010921465,11473.106713867188,5544.72705078125
155,29,381,-28.76195,59392,1.0363644361495972,0.065234375,0.00025,280,0.2,-0.0344771495932946,-43.61368997097016,0.20793545246124268,0.008806964,14984.841781616211,11518.0634765625
160,30,382,-256.27695,61440,1.0394861698150635,0.116650390625,0.00025,290,0.2,-0.04351351028308272,-43.68483829498291,0.2882581353187561,0.0123387175,7970.914358520507,3502.58935546875
166,31,381,97.14868,63488,1.0413451194763184,0.13720703125,0.00025,300,0.2,-0.035607044605421835,-43.753964853286746,0.20679247379302979,0.014042255,14730.550500488282,8393.728515625
171,32,381,66.9797,65536,1.0426992177963257,0.0837890625,0.00025,310,0.2,-0.03700996511033736,-43.79969456195831,0.20409756898880005,0.010453099,17691.593533325195,9071.90625
177,33,381,104.84472,67584,1.0443274974822998,0.142578125,0.00025,320,0.2,-0.04022546695778147,-43.84346191883087,0.2415459156036377,0.014247942,14660.293228149414,7814.93798828125
182,34,381,-15.071349,69632,1.0456974506378174,0.073681640625,0.00025,330,0.2,-0.03522051104519051,-43.88478474617004,0.2208828330039978,0.010164693,22704.207806396484,6677.67724609375
187,35,381,174.96196,71680,1.0463347434997559,0.11396484375,0.00025,340,0.2,-0.0391435714205727,-43.91189715862274,0.2376394271850586,0.011859924,19554.000036621095,10777.7275390625
193,36,381,-368.11594,73728,1.0492932796478271,0.1869140625,0.00025,350,0.2,-0.05164863367099315,-43.974001145362855,0.26224929094314575,0.016837463,7039.645329284668,4401.48681640625
198,37,381,389.45862,75776,1.0511351823806763,0.151220703125,0.00025,360,0.2,-0.0425983335764613,-44.03385269641876,0.23821353912353516,0.015130482,12475.559246826171,6753.13232421875
203,38,381,111.7786,77824,1.0541465282440186,0.140673828125,0.00025,370,0.2,-0.042090501834172754,-44.10233647823334,0.2563896179199219,0.013973053,17787.6232421875,7607.6474609375
209,39,381,4.6608286,79872,1.055498719215393,0.086962890625,0.00025,380,0.2,-0.037900364652159624,-44.16205992698669,0.20423001050949097,0.011390457,31314.798974609374,15023.451171875
214,40,381,-14.1511135,81920,1.0567785501480103,0.1412109375,0.00025,390,0.2,-0.044595264093368316,-44.200243616104125,0.31000715494155884,0.013635369,16755.3798828125,7988.166015625
220,41,381,-12.205429,83968,1.0577067136764526,0.12080078125,0.00025,400,0.2,-0.04441576589597389,-44.22706973552704,0.30640774965286255,0.012597972,16615.596240234376,9717.6279296875
225,42,381,240.19989,86016,1.0598208904266357,0.190380859375,0.00025,410,0.2,-0.04030250935757067,-44.27284646034241,0.3207583427429199,0.017871266,14891.649942016602,7945.5576171875
230,43,381,-461.66425,88064,1.0613871812820435,0.174951171875,0.00025,420,0.2,-0.046243308612611146,-44.32758057117462,0.27066320180892944,0.016236447,18700.52158203125,5088.576171875
236,44,381,-134.98405,90112,1.0632133483886719,0.114453125,0.00025,430,0.2,-0.04419889929486089,-44.36935641765594,0.2687377333641052,0.012294279,22377.98041381836,9818.505859375
241,45,381,-6.46768,92160,1.0660414695739746,0.109912109375,0.00025,440,0.2,-0.0382888042338891,-44.43858301639557,0.25645482540130615,0.012442155,32546.50782470703,11818.021484375
246,46,381,337.53308,94208,1.0662134885787964,0.100439453125,0.00025,450,0.2,-0.04214553982310463,-44.48079917430878,0.2569435238838196,0.011615885,31124.979345703126,14403.9326171875
252,47,381,514.6197,96256,1.0673668384552002,0.173681640625,0.00025,460,0.2,-0.036468432439141905,-44.49641225337982,0.27515220642089844,0.01630599,29183.15118408203,14441.220703125
257,48,381,583.2979,98304,1.0693467855453491,0.114404296875,0.00025,470,0.2,-0.04153438875218853,-44.543431067466734,0.2867347002029419,0.012163708,24194.72037963867,6660.25
262,49,381,-274.28345,100352,1.0709569454193115,0.137841796875,0.00025,480,0.2,-0.04635703120147809,-44.59453845024109,0.3095777630805969,0.013461545,22308.953210449217,9446.3623046875
268,50,381,-14.36946,102400,1.0727859735488892,0.12509765625,0.00025,490,0.2,-0.04450486011628527,-44.63932852745056,0.2910829782485962,0.012948091,27812.66750488281,16323.1455078125
273,51,381,5.0673537,104448,1.0738645792007446,0.094921875,0.00025,500,0.2,-0.041617796110222115,-44.681933069229125,0.28090208768844604,0.01082042,37524.10723876953,15305.5185546875
279,52,381,-198.77525,106496,1.0760130882263184,0.11318359375,0.00025,510,0.2,-0.032584067768766545,-44.72427849769592,0.2463465929031372,0.012438221,62629.73598632812,32803.4921875
284,53,381,23.619617,108544,1.0778706073760986,0.166748046875,0.00025,520,0.2,-0.05123369790817378,-44.78335399627686,0.38437050580978394,0.015821403,24555.560705566408,11304.1005859375
290,54,380,-135.30121,110592,1.0801538228988647,0.157080078125,0.00025,530,0.2,-0.049490669919759964,-44.84209141731262,0.3963412046432495,0.014835662,22905.672778320313,11594.6494140625
295,55,380,206.41388,112640,1.0820236206054688,0.150341796875,0.00025,540,0.2,-0.048970425841980615,-44.896654748916625,0.3347039222717285,0.015248173,23227.042565917967,12377.87890625
301,56,380,29.21391,114688,1.08342444896698,0.135546875,0.00025,550,0.2,-0.04674241030588746,-44.94100768566132,0.3518407344818115,0.014309373,22873.995135498048,12196.318359375
306,57,380,2.368507,116736,1.0853480100631714,0.128466796875,0.00025,560,0.2,-0.04865192928991746,-44.98853979110718,0.3761466145515442,0.0139152715,29641.403369140626,13545.09765625
311,58,380,-6.585021,118784,1.086657166481018,0.114697265625,0.00025,570,0.2,-0.04515467846067622,-45.030041575431824,0.3763863444328308,0.012579367,27766.893408203126,14228.5703125
317,59,380,-462.6285,120832,1.0893412828445435,0.237158203125,0.00025,580,0.2,-0.05123569175193552,-45.089630818367006,0.4228159785270691,0.021305544,18836.62092285156,9925.9794921875
322,60,380,36.040615,122880,1.0931203365325928,0.19326171875,0.00025,590,0.2,-0.043026250594994056,-45.18373792171478,0.4120817184448242,0.021943197,21338.278045654297,10972.4765625
328,61,380,7.096946,124928,1.0946173667907715,0.225341796875,0.00025,600,0.2,-0.03980572895379737,-45.24239683151245,0.40764451026916504,0.022525206,25151.350024414063,15506.7353515625
333,62,380,-71.12876,126976,1.0954480171203613,0.18271484375,0.00025,610,0.2,-0.03810446648567449,-45.275510573387145,0.38685178756713867,0.020649672,35745.95056152344,17865.439453125
338,63,380,550.92163,129024,1.099001407623291,0.158447265625,0.00025,620,0.2,-0.04934391076094471,-45.34250094890594,0.39291393756866455,0.014917299,30455.244665527345,9302.6103515625
344,64,380,-597.864,131072,1.101441502571106,0.147607421875,0.00025,630,0.2,-0.04790142131387256,-45.42516477108002,0.4304131865501404,0.014424398,28856.41633300781,15383.9765625
349,65,380,204.72493,133120,1.103414535522461,0.18046875,0.00025,640,0.2,-0.0487094752403209,-45.47971954345703,0.33704543113708496,0.017250229,28489.893920898438,16660.4296875
354,66,380,-2.2424972,135168,1.1045881509780884,0.191064453125,0.00025,650,0.2,-0.04193972168141045,-45.52200744152069,0.37805455923080444,0.01906014,33729.273937988284,17958.3125
360,67,380,57.123444,137216,1.1058937311172485,0.143798828125,0.00025,660,0.2,-0.049198014677676837,-45.55993478298187,0.41288983821868896,0.013900379,29285.177807617187,14233.5087890625
365,68,380,-46.414055,139264,1.1058176755905151,0.1724609375,0.00025,670,0.2,-0.04653248581744265,-45.56887512207031,0.4204239845275879,0.016867617,34745.24539794922,16027.6708984375
371,69,380,274.8219,141312,1.1087002754211426,0.1392578125,0.00025,680,0.2,-0.04815719819744117,-45.61125364303589,0.48031455278396606,0.01382919,27853.592016601564,14896.140625
376,70,380,-87.76333,143360,1.1095126867294312,0.2109375,0.00025,690,0.2,-0.0426990079053212,-45.65951721668243,0.4670156240463257,0.020598773,28762.919146728516,13542.384765625
381,71,380,-291.56686,145408,1.1112747192382812,0.181884765625,0.00025,700,0.2,-0.05535140751162544,-45.6977659702301,0.45631128549575806,0.017450098,18216.371075439452,8082.85498046875
387,72,380,125.55911,147456,1.1152299642562866,0.17802734375,0.00025,710,0.2,-0.05352206955139991,-45.77553770542145,0.5262588262557983,0.016524997,18864.81348876953,10358.7373046875
392,73,381,68.77367,149504,1.118953824043274,0.152734375,0.00025,720,0.2,-0.04792805229953956,-45.88086171150208,0.40737485885620117,0.015144827,25946.759411621093,9380.869140625
397,74,381,2.6592395,151552,1.1195884943008423,0.12958984375,0.00025,730,0.2,-0.04543563445622567,-45.93396863937378,0.32286232709884644,0.012629287,27849.164672851562,11946.95703125
402,75,381,542.1177,153600,1.1213897466659546,0.164453125,0.00025,740,0.2,-0.04778364798985422,-45.96603319644928,0.46443599462509155,0.01526097,21409.398571777343,9763.900390625
408,76,381,-13.836376,155648,1.1234581470489502,0.169580078125,0.00025,750,0.2,-0.04360654116899241,-46.017712998390195,0.4479883909225464,0.017329602,27879.148974609376,14368.771484375
413,77,381,44.293694,157696,1.127040982246399,0.247021484375,0.00025,760,0.2,-0.041087828311719934,-46.09483079910278,0.43881040811538696,0.025509158,23008.997967529296,15898.638671875
418,78,381,61.0346,159744,1.1311696767807007,0.172705078125,0.00025,770,0.2,-0.05057063413551077,-46.20151786804199,0.42068350315093994,0.016710473,26400.368682861328,12867.5
424,79,381,-109.76071,161792,1.1313539743423462,0.139208984375,0.00025,780,0.2,-0.04936480142641812,-46.2511474609375,0.4385935664176941,0.013402788,35318.80874023437,15411.78125
429,80,381,1.7565068,163840,1.1352901458740234,0.159228515625,0.00025,790,0.2,-0.049344849586486814,-46.30911169052124,0.4504682421684265,0.015989397,28524.812951660155,13740.0341796875
435,81,381,342.85086,165888,1.1352812051773071,0.183984375,0.00025,800,0.2,-0.056352229320327754,-46.34767894744873,0.5053302943706512,0.01666058,18575.254528808593,14967.474609375
440,82,381,162.72412,167936,1.1365164518356323,0.17060546875,0.00025,810,0.2,-0.05490038773859851,-46.37198765277863,0.4898741841316223,0.016056541,15640.417279052734,6053.7900390625
445,83,381,-0.99068433,169984,1.1385767459869385,0.193212890625,0.00025,820,0.2,-0.04432084496947937,-46.41397039890289,0.4366324543952942,0.019923497,21573.342016601564,10392.662109375
451,84,381,264.7749,172032,1.1432565450668335,0.14189453125,0.00025,830,0.2,-0.04898204754572362,-46.517502188682556,0.39258307218551636,0.01419086,26607.632580566406,18076.974609375
456,85,381,-57.420113,174080,1.1464555263519287,0.149365234375,0.00025,840,0.2,-0.04342722489964217,-46.60941073894501,0.4004969596862793,0.01767663,30423.450598144533,10755.8759765625
461,86,381,-1.4571909,176128,1.148983120918274,0.137353515625,0.00025,850,0.2,-0.04872683740977664,-46.684357333183286,0.351917028427124,0.013868608,25787.998901367188,12642.4296875
467,87,381,-423.44482,178176,1.1505473852157593,0.22109375,0.00025,860,0.2,-0.038551983761135486,-46.73551409244537,0.38522058725357056,0.020193562,23598.271563720704,10647.0478515625
473,88,380,-47.61296,180224,1.152212142944336,0.170751953125,0.00025,870,0.2,-0.0476538945978973,-46.78303370475769,0.36426711082458496,0.016556993,26234.016162109376,15755.4619140625
478,89,380,-152.11328,182272,1.155231237411499,0.21435546875,0.00025,880,0.2,-0.04962397392955609,-46.8425630569458,0.38804686069488525,0.02188612,20828.89228515625,13241.7294921875
483,90,380,86.464424,184320,1.1570202112197876,0.154150390625,0.00025,890,0.2,-0.05004750227089971,-46.90282769203186,0.4048169255256653,0.014708552,26095.40643310547,12297.9921875
489,91,380,56.960087,186368,1.1591427326202393,0.11943359375,0.00025,900,0.2,-0.04501698615204077,-46.95326962471008,0.3798984885215759,0.0121891275,41755.44764404297,13415.6923828125
494,92,380,-64.5279,188416,1.1607290506362915,0.179052734375,0.00025,910,0.2,-0.05533538839372341,-46.997673749923706,0.49276697635650635,0.01664358,21727.725476074218,10696.5068359375
499,93,380,697.8577,190464,1.162804126739502,0.155029296875,0.00025,920,0.2,-0.049731974527821875,-47.04738006591797,0.27136439085006714,0.015711254,21606.706268310547,13256.0966796875
505,94,380,-0.28481445,192512,1.1654447317123413,0.16611328125,0.00025,930,0.2,-0.052294750971486795,-47.12096247673035,0.3698374629020691,0.01583603,21003.000622558593,9245.365234375
510,95,380,-103.12928,194560,1.167137622833252,0.175244140625,0.00025,940,0.2,-0.05214237801847048,-47.168722820281985,0.4246900677680969,0.0166266,21718.189697265625,11986.6142578125
516,96,381,104.105484,196608,1.1705784797668457,0.18759765625,0.00025,950,0.2,-0.03934936500445474,-47.230673575401305,0.36355894804000854,0.019091722,38608.686584472656,12866.1806640625
521,97,381,-24.93063,198656,1.171509861946106,0.207275390625,0.00025,960,0.2,-0.044576956640230495,-47.28219623565674,0.44306033849716187,0.01912899,21552.478778076173,11419.955078125
526,98,381,406.28082,200704,1.1746177673339844,0.16513671875,0.00025,970,0.2,-0.045625776785891504,-47.337888741493224,0.4683716893196106,0.016534835,25699.01248779297,9184.689453125
